50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,"[64.2, 26.5]",,,,,,,,,,,,1.494909,,,,,,,,,,,50ce63a7-f333-45a0-a817-4dfcdaaf0387,257,,"[65.3, 25.5]",3754066,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Francesc Fàbregas i Soler,3478.0,Right Defensive Midfield,13,Chelsea,33,"['0b4a588b-2a91-453d-912d-d05373e5923d', '54a1f5ae-4dfa-4f29-87ad-ab8d08801d43']",13,,,,,,,,,,,,,,,Chelsea,33,00:06:13.601,Carry,
,,,,,"[86.4, 45.7]",,,,,,,,,,,,1.289578,,,,,,,,,,,1a56b787-e42f-4d57-ad19-d559d98b07e0,261,,"[82.3, 46.0]",3754066,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ramires Santos do Nascimento,28100.0,Right Wing,13,Chelsea,33,"['1c27eeef-6a48-4aa3-b511-375554ec2f64', '6915dfda-b1d4-406c-a6dc-aaebe1c68904', '81ff21a1-a3b5-488b-b49c-6bc049528e62', 'fd9d2635-19bf-49e2-aa99-029fe1c4ab5c']",16,,,,,,,,,,,,,,,Chelsea,33,00:06:16.180,Carry,True
,,,,,"[99.4, 33.2]",,,,,,,,,,,,1.811339,,,,,,,,,,,7b228e52-0f45-4b32-a33d-66c6166b38dd,265,,"[86.4, 45.7]",3754066,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ramires Santos do Nascimento,28100.0,Right Wing,13,Chelsea,33,"['177d5883-ef7b-41fc-ad91-e078416a5e8e', '4558ce44-ac9f-49eb-aa8b-e615ac1e4bff', '533fa49d-8291-4835-a5a7-77666dab4778', '81ff21a1-a3b5-488b-b49c-6bc049528e62']",17,,,,,,,,,,,,,,,Chelsea,33,00:06:17.470,Carry,True
,,,,,"[15.6, 45.1]",,,,,,,,,,,,0.151045,,,,,,,,,,,adeb24ab-0743-433e-b3d5-ad1c314a1d87,272,,"[16.0, 43.7]",3754066,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Eliaquim Mangala,3389.0,Left Center Back,14,Manchester City,36,"['51836b9b-d07e-4fc5-9017-5b92d2fe13d7', 'f7c600d3-ab1d-4c99-92b9-d097bc09d725']",21,,,,,,,,,,,,,,,Manchester City,36,00:06:21.151,Carry,
,,,,,"[93.2, 19.3]",,,,,,,,,,,,1.425073,,,,,,,,,,,88817f92-a076-4afd-9562-3fe41ac2df93,281,,"[92.4, 17.9]",3754066,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Raheem Sterling,3233.0,Left Wing,14,Manchester City,36,"['5de31ce0-b795-45a3-acaf-b52634ab1759', 'a3350eec-5053-4e89-825c-501b442d4d89', 'e85c4de8-aa22-45f4-afb3-dd9b1e650859']",36,,,,,,,,,,,,,,,Manchester City,36,00:06:36.454,Carry,True
,,,,,"[93.2, 25.4]",,,,,,,,,,,,0.478452,,,,,,,,,,,7e63c407-bf43-41d8-aa76-b2da7bf7ac03,285,,"[93.2, 25.4]",3754066,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Right Defensive Midfield,14,Manchester City,36,"['222f8de8-239c-4957-ab9c-1637882bd6a4', 'ff8bdc41-781d-48f8-9c08-7ce3f90d023f']",38,,,,,,,,,,,,,,,Manchester City,36,00:06:38.985,Carry,
,,,,,"[97.7, 19.5]",,,,,,,,,,,,0.765617,,,,,,,,,,,98b5ea05-0eeb-4405-97ba-e131cc51d55b,288,,"[97.7, 19.5]",3754066,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,David Josué Jiménez Silva,3064.0,Center Attacking Midfield,14,Manchester City,36,"['5e9af8d6-2a7b-471a-b992-37560fe6e4d3', 'f99473e1-d18b-4370-8368-c4ff3f429db7']",40,,,,,,,,,,,,,,,Manchester City,36,00:06:40.183,Carry,
,,,,,"[113.3, 14.7]",,,,,,,,,,,,4.795676,,,,,,,,,,,d81b5c64-64a0-4984-9d8e-84be107b3f94,291,,"[112.9, 18.5]",3754066,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Raheem Sterling,3233.0,Left Wing,14,Manchester City,36,"['2914698d-c7db-4d48-82cc-a98de36b5ca2', '6f2b73a2-fad0-4f37-8ce3-f7d16b47d2db', 'cae41c8c-7465-4bb9-8652-e493662cb39b']",43,,,,,,,,,,,,,,,Manchester City,36,00:06:43.650,Carry,True
,,,,,"[104.2, 3.8]",,,,,,,,,,,,1.682616,,,,,,,,,,,8069282c-5805-4107-b8bb-f57a4c2c9d97,295,,"[104.2, 3.8]",3754066,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aleksandar Kolarov,5596.0,Left Back,14,Manchester City,36,"['112d3459-d051-4466-8323-b78f6ce2678d', 'd366c855-a4f7-4048-a734-2500cb7f0c0d']",50,,,,,,,,,,,,,,,Manchester City,36,00:06:50.245,Carry,
,,,,,"[96.3, 18.3]",,,,,,,,,,,,0.79262,,,,,,,,,,,d8e24b26-5757-4386-95af-db1f0301ad76,298,,"[96.7, 18.7]",3754066,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Raheem Sterling,3233.0,Left Wing,14,Manchester City,36,"['9ba1c2b3-59ef-467a-9840-9c0ecd470e26', 'c198fe84-9897-4b05-b836-b0b3872f4ae8', 'e5063cf5-3524-4e75-833a-95c1819fb473']",53,,,,,,,,,,,,,,,Manchester City,36,00:06:53.053,Carry,True
,,,,,"[94.5, 29.8]",,,,,,,,,,,,1.5943,,,,,,,,,,,0e0a0dd4-c380-462a-bde0-16dddcf55cd7,302,,"[97.5, 29.0]",3754066,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,David Josué Jiménez Silva,3064.0,Center Attacking Midfield,14,Manchester City,36,"['095081bf-f77a-49ac-851c-617bed6ed23f', 'd8b5bee3-355b-4b43-b8c6-b52fbb437c8f', 'e0b59fc9-34a7-4b37-b68a-adf96dd7261f']",54,,,,,,,,,,,,,,,Manchester City,36,00:06:54.456,Carry,True
,,,,,"[26.6, 50.7]",,,,,,,,,,,,1.143078,,,,,,,,,,,cebc8244-4517-4fdb-964e-a36413b1e62e,306,,"[25.6, 50.3]",3754066,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nemanja Matić,3381.0,Left Defensive Midfield,14,Manchester City,36,"['54d8a18b-0aff-4ee8-94db-201ac6c21f33', '6ff89d6a-a899-4bee-9500-da02e5a89ff6', 'e247e7b9-569c-45bb-a20c-929d1aec4d30']",56,,,,,,,,,,,,,,,Chelsea,33,00:06:56.050,Carry,True
,,,,,"[38.8, 11.3]",,,,,,,,,,,,0.477334,,,,,,,,,,,f9657098-1edf-4643-bef0-eb22d1c492f3,315,,"[39.2, 11.9]",3754066,7,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Right Defensive Midfield,16,Manchester City,36,"['3b4b5848-e063-474b-b337-42d99a5325ae', '696650af-f61f-4d35-b27a-c00f6ceef29e', 'f99986ba-f69f-4a35-bcde-0d6a91ce6708']",43,,,,,,,,,,,,,,,Manchester City,36,00:07:43.926,Carry,True
,,,,,"[44.4, 3.4]",,,,,,,,,,,,1.917611,,,,,,,,,,,3621341c-fd3b-4d87-8ef7-b05f50478f44,318,,"[32.7, 5.7]",3754066,7,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Raheem Sterling,3233.0,Left Wing,16,Manchester City,36,"['082b4eaa-221a-4b8d-b323-dfe9a6cc018e', '968aee62-ab47-4d18-9cf8-3552350ef7bf', 'b7a30abb-eb9e-489d-b824-8575834a1273']",45,,,,,,,,,,,,,,,Manchester City,36,00:07:45.449,Carry,True
,,,,,"[77.0, 1.4]",,,,,,,,,,,,1.29599,,,,,,,,,,,d8ecd743-6c5c-480d-a439-1ce00fcae99c,323,,"[70.4, 0.4]",3754066,7,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,David Josué Jiménez Silva,3064.0,Center Attacking Midfield,16,Manchester City,36,"['3516861b-a199-44d8-9b32-f982a50a348e', '3da9295f-1920-4363-a58b-a43d76e7063b', '6dc482fb-18bf-4f95-bf8a-de34ec0b01c2', 'a48408e5-d5d0-4a26-87b6-f9d91d703133']",49,,,,,,,,,,,,,,,Manchester City,36,00:07:49.099,Carry,True
,,,,,"[89.1, 5.7]",,,,,,,,,,,,2.399,,,,,,,,,,,e1cc6918-1a01-4765-bded-ed806762d8bc,331,,"[85.7, 12.3]",3754066,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Raheem Sterling,3233.0,Left Wing,17,Manchester City,36,"['0af7c55c-ca67-4865-af38-27da58a7a948', '41794d17-d9b3-44a1-b88e-c556f4683095', '560ab705-6c20-4dd7-8684-f1638bcbc523', 'fdb0561b-558d-4ad0-af72-96c3d74d2115']",4,,,,,,,,,,,,,,,Manchester City,36,00:08:04.884,Carry,True
,,,,,"[10.6, 42.3]",,,,,,,,,,,,17.904423,,,,,,,,,,,9adf9de1-446c-4695-82ad-175202fade91,337,,"[2.9, 43.3]",3754066,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Asmir Begović,3339.0,Goalkeeper,18,Manchester City,36,"['b079c5d4-d934-4f49-ad87-3a9855647d1c', 'e9c279ca-dc81-42db-8ca1-a33bd1fc2597']",42,,,,,,,,,,,,,,,Chelsea,33,00:08:42.652,Carry,
,,,,,"[53.2, 28.4]",,,,,,,,,,,,2.073675,,,,,,,,,,,42ed4397-2c56-4b04-91bc-309233e82cbc,343,,"[55.2, 28.0]",3754066,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,David Josué Jiménez Silva,3064.0,Center Attacking Midfield,18,Manchester City,36,"['2dd42399-e631-4010-8192-2e00a709d759', 'c0348caa-40e8-4a7c-89ec-84d59cce7c74', 'fbc94c6c-9b16-4774-98f7-c54157c505fb']",4,,,,,,,,,,,,,,,Manchester City,36,00:09:04.791,Carry,True
,,,,,"[31.7, 37.0]",,,,,,,,,,,,0.911308,,,,,,,,,,,8a7dd346-540a-4ec9-913c-1c42646b2c26,347,,"[32.1, 36.8]",3754066,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Vincent Kompany,3101.0,Right Center Back,18,Manchester City,36,"['9e6ba2bb-2f0c-4dd1-875b-b1da90113bce', 'b295d4f7-d468-4e2a-9017-74e1b94942d1']",8,,,,,,,,,,,,,,,Manchester City,36,00:09:08.443,Carry,
,,,,,"[43.0, 66.2]",,,,,,,,,,,,0.056177,,,,,,,,,,,f7db08b1-1289-465f-a572-cc843fb20179,350,,"[43.2, 65.2]",3754066,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Bacary Sagna,7110.0,Right Back,18,Manchester City,36,"['21652529-de27-4e0f-993d-d20149a809c0', 'd8b1d798-d39a-49c1-b4fd-273ed9799b2f']",12,,,,,,,,,,,,,,,Manchester City,36,00:09:12.185,Carry,
,,,,,"[60.9, 73.3]",,,,,,,,,,,,2.636474,,,,,,,,,,,bd1dfc25-73a0-40a2-88a0-c08e641632ef,353,,"[56.9, 76.7]",3754066,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jesús Navas González,6821.0,Right Wing,18,Manchester City,36,"['90f5e0fa-6320-4d39-9867-a3ab23383a34', 'e93ce849-0ad9-4c76-92d3-14a9bedf4619', 'ed8994ae-3259-4aec-a9bf-074decbc688b']",13,,,,,,,,,,,,,,,Manchester City,36,00:09:13.543,Carry,True
,,,,,"[45.4, 50.6]",,,,,,,,,,,,0.68059,,,,,,,,,,,038da2a5-b957-4097-995a-9155a4a5f147,359,,"[45.4, 50.6]",3754066,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Fernando Luiz Rosa,3054.0,Left Defensive Midfield,19,Manchester City,36,"['1c647b0b-1d74-4138-9950-5349a00f819a', '6d5f41c3-a431-48e8-a592-cbd1da92ed39']",34,,,,,,,,,,,,,,,Manchester City,36,00:09:34.130,Carry,
,,,,,"[49.9, 13.6]",,,,,,,,,,,,0.667273,,,,,,,,,,,9ff9f760-6511-48e4-a526-246b3ebc9994,362,,"[45.4, 12.7]",3754066,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Eliaquim Mangala,3389.0,Left Center Back,19,Manchester City,36,"['7a0c094e-90cf-4037-bf3b-26bd33b03264', 'c85fbb86-a3e5-400f-830e-e0010326f569']",37,,,,,,,,,,,,,,,Manchester City,36,00:09:37.373,Carry,
,,,,,"[55.9, 2.2]",,,,,,,,,,,,0.722241,,,,,,,,,,,66568302-7a52-4e9d-991b-6f42b67cf581,365,,"[55.9, 2.2]",3754066,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Aleksandar Kolarov,5596.0,Left Back,19,Manchester City,36,"['4333f642-b7df-4623-a0ec-d5e39da2d175', '970cd171-9bcb-4598-a7b6-9b6369055e19']",39,,,,,,,,,,,,,,,Manchester City,36,00:09:39.233,Carry,
,,,,,"[67.2, 14.2]",,,,,,,,,,,,0.57388,,,,,,,,,,,b86736f3-05c7-4914-a9f2-15f1745c21c9,369,,"[69.4, 15.9]",3754066,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,David Josué Jiménez Silva,3064.0,Center Attacking Midfield,19,Manchester City,36,"['4bf1bb02-be5c-42b3-84d1-73a37a78d008', '57a804ac-7e12-4c5b-abe1-a0b0fd36bb5e', 'b0c2f1d2-8d89-4672-b751-8eeeb6912e8c']",41,,,,,,,,,,,,,,,Manchester City,36,00:09:41.471,Carry,True
,,,,,"[35.7, 4.8]",,,,,,,,,,,,1.16165,,,,,,,,,,,4fdfbef1-7bc9-4252-836c-b4e1a3b91513,376,,"[35.7, 4.8]",3754066,10,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aleksandar Kolarov,5596.0,Left Back,21,Manchester City,36,"['a0942ea3-661a-4e6b-8862-016c6783b07b', 'adecf858-6449-4af3-bd02-cadf006dcd77']",5,,,,,,,,,,,,,,,Manchester City,36,00:10:05.025,Carry,
,,,,,"[61.9, 11.3]",,,,,,,,,,,,3.05116,,,,,,,,,,,ce7faf36-8383-442b-b8c6-866d02c9dfc5,379,,"[51.8, 0.6]",3754066,10,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Raheem Sterling,3233.0,Left Wing,21,Manchester City,36,"['9a61b09b-5c18-4c0a-9822-debe0eef902e', 'a082892e-fde3-42a1-80b2-2783ca27b9ce']",7,,,,,,,,,,,,,,,Manchester City,36,00:10:07.032,Carry,
,,,,,"[40.5, 43.1]",,,,,,,,,,,,0.04,,,,,,,,,,,afc399fe-2ee8-458b-af78-d7294d5ce376,384,,"[40.7, 43.7]",3754066,10,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nemanja Matić,3381.0,Left Defensive Midfield,21,Manchester City,36,"['2370b5de-c7f8-472d-a8fc-e7c2dc55610f', '6c0b05b2-db24-43a8-b2c5-57deda99e97d']",14,,,,,,,,,,,,,,,Chelsea,33,00:10:14.924,Carry,
,,,,,"[87.7, 62.6]",,,,,,,,,,,,0.039999,,,,,,,,,,,e7d540c9-f029-4d99-92f2-24d434a223f7,389,,"[87.3, 61.6]",3754066,10,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jesús Navas González,6821.0,Right Wing,21,Manchester City,36,"['121fc18f-9f80-43c0-b54f-61700665db36', '95c1850e-2e27-4fe1-89bb-7286d3c643b3']",18,,,,,,,,,,,,,,,Manchester City,36,00:10:18.540,Carry,
,,,,,"[98.7, 59.6]",,,,,,,,,,,,4.663369,,,,,,,,,,,bf6b4176-24b5-442d-a037-2111d1dfe259,392,,"[80.4, 58.9]",3754066,10,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Leonel Agüero del Castillo,3237.0,Center Forward,21,Manchester City,36,"['16802e68-87a7-4a61-a7fd-818d08533835', '2d4d2636-7bb2-468c-a634-28f52f933914', '7e021c82-4287-4350-a0c8-ea8a1f01e87a']",19,,,,,,,,,,,,,,,Manchester City,36,00:10:19.425,Carry,True
,,,,,"[86.1, 41.5]",,,,,,,,,,,,1.512329,,,,,,,,,,,4017eee9-9cdd-40fd-9af2-7681a2fa27ab,397,,"[93.2, 40.0]",3754066,10,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Raheem Sterling,3233.0,Left Wing,21,Manchester City,36,"['0702f02e-9955-4229-87cb-42a62ab3dc04', '6850f4f7-d74a-47ec-ad9a-94898b34f606', '856cc42e-44ed-4dc5-a55e-081670b3a621']",25,,,,,,,,,,,,,,,Manchester City,36,00:10:25.862,Carry,True
,,,,,"[96.5, 16.3]",,,,,,,,,,,,1.066694,,,,,,,,,,,5cbb8813-e1fd-4d74-bab6-11c40705ecb0,400,,"[94.1, 17.9]",3754066,10,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aleksandar Kolarov,5596.0,Left Back,21,Manchester City,36,"['548c6c9c-037b-464d-9860-706de059e193', '8f367d3e-df25-4000-a87e-16b915595587']",29,,,,,,,,,,,,,,,Manchester City,36,00:10:29.416,Carry,
,,,,,"[109.3, 19.3]",,,,,,,,,,,,1.741599,,,,,,,,,,,e1ce8440-677d-43ea-a9ee-3334f9b02387,403,,"[106.4, 27.4]",3754066,10,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,David Josué Jiménez Silva,3064.0,Center Attacking Midfield,21,Manchester City,36,"['158e0828-4adf-4833-91a2-4ea6a57a1cdb', 'e02823f9-6449-4041-8de1-096f092180e9', 'ea137b4f-3812-47b9-8643-2e59276ed3ac']",31,,,,,,,,,,,,,,,Manchester City,36,00:10:31.477,Carry,True
,,,,,"[8.8, 67.8]",,,,,,,,,,,,1.229945,,,,,,,,,,,7670cc32-7f13-43a1-91fa-389c1b4015c7,407,,"[10.8, 60.8]",3754066,10,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Branislav Ivanović,5594.0,Right Back,22,Chelsea,33,"['015695ab-40b1-45e0-9c68-5fa866e1be5b', '8dbc051d-260a-42f5-a2bb-3c4837715fde', 'def26e71-95b0-4fab-a49f-3301c68ae801']",33,,,,,,,,,,,,,,,Chelsea,33,00:10:33.218,Carry,True
,,,,,"[28.1, 1.4]",,,,,,,,,,,,1.738165,,,,,,,,,,,98d5e2c5-82d3-4c83-91e7-3f1d34494766,421,,"[32.9, 0.4]",3754066,11,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Raheem Sterling,3233.0,Left Wing,24,Manchester City,36,"['01154ea7-a389-4c37-b3ac-03d64919d877', '08fe4691-d4d2-4239-8c5e-9ace88691d41', 'b4b08643-524f-465c-ab9a-b9afe4664adc']",20,,,,,,,,,,,,,,,Manchester City,36,00:11:20.187,Carry,True
,,,,,"[12.2, 2.2]",,,,,,,,,,,,0.66479,,,,,,,,,,,8e21de52-9ff2-43be-ab49-e9bfb94fec44,424,,"[12.2, 2.2]",3754066,11,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aleksandar Kolarov,5596.0,Left Back,24,Manchester City,36,"['c251e0c3-94b9-434c-bff3-8bd4f7d9489d', 'f599b7b3-9bc6-4812-bdeb-3eeec03067b4']",24,,,,,,,,,,,,,,,Manchester City,36,00:11:24.354,Carry,
,,,,,"[86.4, 37.4]",,,,,,,,,,,,3.613855,,,,,,,,,,,c513a3d8-f543-412d-849f-2c228d8bb583,429,,"[69.1, 50.7]",3754066,11,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nemanja Matić,3381.0,Left Defensive Midfield,25,Chelsea,33,"['16f00c1d-27ba-411e-b3f1-dd9bfd6ddffd', '21d24ab3-7416-4470-ac3d-60d0d53f2e37', 'c0791009-c4b1-438c-8b3c-697ffd5afbc2']",29,,,,,,,,,,,,,,,Chelsea,33,00:11:29.225,Carry,True
,,,,,"[94.4, 6.0]",,,,,,,,,,,,1.916847,,,,,,,,,,,f47795b9-019c-4b72-835a-7543ea1a3922,433,,"[97.4, 2.7]",3754066,11,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Eden Hazard,3621.0,Left Wing,25,Chelsea,33,"['52e41d5e-8f4c-4026-b0bf-d85750127e49', 'b7e52777-b59d-4221-966f-5d32445c710b', 'f83013f8-945a-46b9-8915-7d6a1c40c39f']",35,,,,,,,,,,,,,,,Chelsea,33,00:11:35.801,Carry,True
,,,,,"[92.4, 17.5]",,,,,,,,,,,,0.04,,,,,,,,,,,ceee2066-8987-40ae-abf3-8e244e03cad2,437,,"[92.2, 17.5]",3754066,11,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Willian Borges da Silva,3472.0,Center Attacking Midfield,25,Chelsea,33,"['1d8c2822-8f9f-4b23-baa1-ef6f1f375186', '1e6367d4-4e19-44cd-b0e0-33677ae96190']",38,,,,,,,,,,,,,,,Chelsea,33,00:11:38.394,Carry,
,,,,,"[77.0, 53.6]",,,,,,,,,,,,0.111055,,,,,,,,,,,822f66f3-20e0-4684-8092-1a107d525f01,449,,"[78.2, 53.0]",3754066,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Sergio Leonel Agüero del Castillo,3237.0,Center Forward,26,Manchester City,36,"['54fd5cad-8181-4c00-8d65-8f13b5d26a71', 'c05daa0c-8a87-4bd2-bbab-61d344a410eb', 'c34d284b-ef24-4dc4-8568-0d4e4530adb1']",18,,,,,,,,,,,,,,,Manchester City,36,00:12:18.702,Carry,True
,,,,,"[76.6, 67.0]",,,,,,,,,,,,2.272327,,,,,,,,,,,23d1a52b-ff73-4bc7-a2fb-496bb8af896b,452,,"[71.2, 58.5]",3754066,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,David Josué Jiménez Silva,3064.0,Center Attacking Midfield,26,Manchester City,36,"['3e583881-66c4-4267-a186-a60249d04833', '4027fbf7-4040-4fdf-9807-6f1e99b942f3', 'fc8cee06-ecf8-4dc3-b1cb-430b2c4d083f']",19,,,,,,,,,,,,,,,Manchester City,36,00:12:19.548,Carry,True
,,,,,"[29.6, 36.6]",,,,,,,,,,,,0.122922,,,,,,,,,,,4217f185-3583-4dec-97b1-30b2e03e9a4e,460,,"[31.6, 38.4]",3754066,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Francesc Fàbregas i Soler,3478.0,Right Defensive Midfield,26,Manchester City,36,"['4d54bbf3-01e9-4134-b33d-2d6bad312848', 'c1c6d717-e037-4df9-813c-eff16ffa2f30', 'cfb4bd12-9d72-4585-ae7c-e128cdb7f723']",25,,,,,,,,,,,,,,,Chelsea,33,00:12:25.541,Carry,True
,,,,,"[87.7, 23.6]",,,,,,,,,,,,3.015324,,,,,,,,,,,d4e782a4-2170-4c13-b167-06d9e05ce988,464,,"[80.0, 20.9]",3754066,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Raheem Sterling,3233.0,Left Wing,26,Manchester City,36,"['3011785e-3a6f-4ae5-b5e0-7f537c704cfe', 'f287062a-d67c-4101-9c31-026d54090aa1']",28,,,,,,,,,,,,,,,Manchester City,36,00:12:28.436,Carry,
,,,,,"[81.0, 25.6]",,,,,,,,,,,,0.916577,,,,,,,,,,,7eb6af6a-66c3-4e76-9750-e38fb92a680e,467,,"[81.0, 25.4]",3754066,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,David Josué Jiménez Silva,3064.0,Center Attacking Midfield,26,Manchester City,36,"['5878b352-def5-48b1-9782-6e210a9bdd15', '73348b5b-3036-4a1e-883c-54e0a0cb5f91']",32,,,,,,,,,,,,,,,Manchester City,36,00:12:32.617,Carry,
,,,,,"[94.1, 1.8]",,,,,,,,,,,,2.997775,,,,,,,,,,,2eddb645-c8c4-47b3-8415-0d9814607ff6,470,,"[94.1, 1.8]",3754066,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Aleksandar Kolarov,5596.0,Left Back,26,Manchester City,36,"['57ce33b8-fdb7-45f7-ac00-25b3b1caa240', '831d7955-fa05-4c4c-9ad8-aa8f96cbfcff']",35,,,,,,,,,,,,,,,Manchester City,36,00:12:35.023,Carry,
,,,,,"[100.4, 9.3]",,,,,,,,,,,,0.294071,,,,,,,,,,,4daf65ba-aff8-4d19-ba1a-6501a3a97673,475,,"[100.4, 9.3]",3754066,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Raheem Sterling,3233.0,Left Wing,26,Manchester City,36,"['46e86c7a-43d9-41dd-9008-dbc021749ba2', 'f7fa18d1-5fc9-47c7-9d5c-217674e82699']",39,,,,,,,,,,,,,,,Manchester City,36,00:12:39.819,Carry,
,,,,,"[95.5, 4.4]",,,,,,,,,,,,2.400129,,,,,,,,,,,48bb1fec-befc-4a1e-a163-bcf51c9f8d80,478,,"[95.1, 4.4]",3754066,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Gnégnéri Yaya Touré,3087.0,Right Defensive Midfield,26,Manchester City,36,"['031702a5-dd43-4c53-bbae-5007a7489574', '2b871b10-c084-438c-861f-09b5313a917d', 'fa3a4af2-fb04-4ca6-aeac-bfed317ae66e']",40,,,,,,,,,,,,,,,Manchester City,36,00:12:40.698,Carry,True
,,,,,"[112.7, 2.4]",,,,,,,,,,,,0.195869,,,,,,,,,,,0c49ba46-dfdc-4a84-92c7-e63ac827021b,482,,"[112.7, 2.4]",3754066,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Aleksandar Kolarov,5596.0,Left Back,26,Manchester City,36,"['2f99aa49-5fe4-4805-a47f-6a53723f54f1', '947755ef-33cd-4d44-84d3-92d3b02c5478']",44,,,,,,,,,,,,,,,Manchester City,36,00:12:44.234,Carry,
,,,,,"[103.2, 14.5]",,,,,,,,,,,,0.608629,,,,,,,,,,,cfecffab-e02a-4b21-a59e-023220e14def,493,,"[102.8, 14.5]",3754066,13,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Aleksandar Kolarov,5596.0,Left Back,27,Manchester City,36,"['a4c8057c-adc0-424a-8460-637be2ee7701', 'e650107f-a456-4ebf-989d-33a85b0ef194']",15,,,,,,,,,,,,,,,Manchester City,36,00:13:15.568,Carry,
