50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.364838,,,,,,,,,,,ccf1506e-142e-4453-9a7b-43836170f5bd,1566,,"[45.7, 52.5]",3754066,40,,,,,-0.75957364,,Right Foot,,,"[59.6, 39.3]",,Ground Pass,19.168985,,,,,Eden Hazard,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Right Defensive Midfield,73,Chelsea,33,['4ae26a73-aaf3-4a57-8da7-f3f88ce4cd01'],37,,,,,,,,,,,,,,,Chelsea,33,00:40:37.214,Pass,
,,,,,,,,,,,,,,,,,0.592016,,,,,,,,,,,49c8e624-0378-405a-8342-4fe9eaf88679,1571,,"[70.9, 41.3]",3754066,40,,,,,0.56898314,,Right Foot,,,"[79.5, 46.8]",,Ground Pass,10.20833,,,,,Willian Borges da Silva,,,,,,1,Regular Play,Eden Hazard,3621.0,Left Wing,73,Chelsea,33,"['5b2ab4a4-fcdc-441d-8b93-5e0d2b2efc58', 'aec43538-f0da-43d6-9f84-4bd56bfa4ab0', 'e81bed5b-fc4f-4d94-bc20-2fe0abd4a3f5']",40,,,,,,,,,,,,,,,Chelsea,33,00:40:40.666,Pass,True
,,,,,,,,,,,,,,,,,0.886068,,,,,,,,,,,1f2dc739-8b3d-4b37-9bb2-5bcf67e4a038,1580,,"[94.7, 22.1]",3754066,40,,,,,2.1627672,,Right Foot,,,"[90.8, 27.9]",,Ground Pass,6.9892774,,,,,Willian Borges da Silva,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Right Defensive Midfield,73,Chelsea,33,['051256c4-cb10-43f4-8139-8f667c9baf3f'],50,,,,,,,,,,,,,,,Chelsea,33,00:40:50.246,Pass,
,,,,,,,,,,,,,,,,,1.273698,,,,,,,,,,,03a74411-fabc-4fb7-841f-12f9db481507,1583,,"[90.8, 27.9]",3754066,40,,,,,-1.1788487,,Left Foot,,,"[100.1, 5.4]",,Ground Pass,24.346252,,,,,Eden Hazard,,,,,,1,Regular Play,Willian Borges da Silva,3472.0,Center Attacking Midfield,73,Chelsea,33,['1c23ac82-0fa8-4130-8b26-f23b8b0f1628'],51,,,,,,,,,,,,,,,Chelsea,33,00:40:51.172,Pass,
,,,,,,,,,,,,,,,,,1.986271,,,,,,,,,,,c1a6cc41-8947-466a-9eae-5564059913c0,1586,,"[100.1, 5.4]",3754066,40,,,,,0.87312037,,Right Foot,,,"[114.1, 22.1]",,Ground Pass,21.791971,,,,,Francesc Fàbregas i Soler,,,,,,1,Regular Play,Eden Hazard,3621.0,Left Wing,73,Chelsea,33,['8a5240d2-811c-42b8-be79-a197963aa5eb'],52,,,,,,,,,,,,,,,Chelsea,33,00:40:52.944,Pass,
,,,,,,,,,,,,,,,,,1.001148,,,,,,,,,,,53559df2-8227-409d-8de1-caff0826b242,1590,,"[112.9, 19.0]",3754066,40,,,,,2.8677506,,Right Foot,,,"[104.0, 21.5]",,Ground Pass,9.244458,,,,,Willian Borges da Silva,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Right Defensive Midfield,73,Chelsea,33,"['a4f8a3e9-ba7f-469a-b3b2-1a2aff8d8ac6', 'e944c53c-7716-40e5-af61-ab24d6b208d8']",56,,,,,,,,,,,,,,,Chelsea,33,00:40:56.071,Pass,True
,,,,,,,,,,,,,,,,,0.853501,,,,,,,,,,,e91f699d-1bae-447b-8eb1-70f727884ed9,1593,,"[107.2, 16.8]",3754066,40,,,,,-1.3439975,,Right Foot,,,"[109.6, 6.4]",,Ground Pass,10.673331,,,,,Eden Hazard,,,,,,1,Regular Play,Willian Borges da Silva,3472.0,Center Attacking Midfield,73,Chelsea,33,['d77a0949-8677-4247-9343-a4432302a86b'],59,,,,,,,,,,,,,,,Chelsea,33,00:40:59.546,Pass,
,,,,,,,,,,,,,,,,,1.127782,,,,,,,,,,,9d3cecdc-7c38-460e-a0ad-5381f742fb83,1596,,"[109.4, 6.4]",3754066,41,,,,,-3.075464,,Right Foot,,,"[94.3, 5.4]",,Ground Pass,15.133077,,,,,César Azpilicueta Tanco,,,,,,1,Regular Play,Eden Hazard,3621.0,Left Wing,73,Chelsea,33,['02f51f4a-bdd4-4755-90d0-1a968fedb3df'],3,,,,,,,,,,,,,,,Chelsea,33,00:41:03.371,Pass,
,,,,,,,,,,,,,,,,,1.120578,,,,,,,,,,,7f04e6db-2029-46a5-b1b7-3fa282a17163,1599,,"[94.6, 5.1]",3754066,41,,,,,-0.27632728,,Right Foot,,,"[101.3, 3.2]",,Ground Pass,6.9641943,,,,,Eden Hazard,,,,,,1,Regular Play,César Azpilicueta Tanco,3957.0,Left Back,73,Chelsea,33,['9ac36d5d-a224-480c-b7a0-0832d17b5f10'],5,,,,,,,,,,,,,,,Chelsea,33,00:41:05.574,Pass,
,,,,,,,,,,,,,,,,,1.191766,,,,,,,,,,,30b27c69-1718-412d-8c71-f7c42affffbd,1602,,"[101.3, 3.2]",3754066,41,,,,,3.0372114,,Right Foot,,,"[90.8, 4.3]",,Ground Pass,10.557462,,,,,César Azpilicueta Tanco,,,,,,1,Regular Play,Eden Hazard,3621.0,Left Wing,73,Chelsea,33,['db734f4e-1aba-47cd-bd6e-74f6a563989f'],7,,,,,,,,,,,,,,,Chelsea,33,00:41:07.564,Pass,
,,,,,,,,,,,,,,,,,0.974138,,,,,,,,,,,bf8c3648-e10f-4dc9-b3b4-b45838f5892e,1604,,"[90.8, 4.3]",3754066,41,,,,,1.3893286,,Right Foot,,,"[92.8, 15.2]",,Ground Pass,11.081967,,,,,Francesc Fàbregas i Soler,,,,,,1,Regular Play,César Azpilicueta Tanco,3957.0,Left Back,73,Chelsea,33,['56fcb383-82ac-479f-9390-80f5fbc63ad1'],8,,,,,,,,,,,,,,,Chelsea,33,00:41:08.756,Pass,
,,,,,,,,,,,,,,,,,2.025283,,,,,,,,,,,d510e836-5a24-4ed1-b41a-c63e96ceff90,1607,,"[92.8, 15.2]",3754066,41,,,,,0.49103802,,Right Foot,,,"[107.2, 22.9]",,Low Pass,16.329422,,,,,Eden Hazard,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Right Defensive Midfield,73,Chelsea,33,['df490d32-e002-4579-ab8a-b18f925e2fff'],9,,,,,,,,,,,,,,,Chelsea,33,00:41:09.770,Pass,
,,,,,,,,,,,,,,,,,0.592621,,,,,,,,,,,96add66b-572c-463e-a116-c49d587bd094,1611,,"[108.5, 22.1]",3754066,41,,,,,2.212269,,Left Foot,True,,"[102.6, 30.0]",,Ground Pass,9.860021,,,,,Ramires Santos do Nascimento,,,,,,1,Regular Play,Eden Hazard,3621.0,Left Wing,73,Chelsea,33,"['8154920b-d846-4419-9200-308306b84fa9', 'b1a04a6a-ccb7-4b96-97d2-14fea4d442fd']",12,,,,,,,,,,,,,,,Chelsea,33,00:41:12.237,Pass,True
,,,,,,,,,,,,,,,,,0.939283,,,,,,,,,,,fc744486-8e7a-4454-96e4-562136dba246,1619,,"[19.8, 47.3]",3754066,41,,,,,0.90027475,,Right Foot,,,"[24.4, 53.1]",,Ground Pass,7.4027023,,,Incomplete,,Jesús Navas González,,,,,,1,Regular Play,Eliaquim Mangala,3389.0,Left Center Back,73,Chelsea,33,"['5fb198b5-b990-4ce5-9627-4d802d55a64a', '7e78797a-f2e5-482f-b179-be42a6cee629', 'a07f28dc-a76b-4948-988d-139863729d3a']",16,,,,,,,,,,,,,,,Manchester City,36,00:41:16.248,Pass,True
,,,,,,,,,,,,,,,,,3.69336,,,,,,,,,,,4df1d342-2a65-43ed-92a6-1e8b3be1b731,1626,,"[6.0, 44.0]",3754066,41,,,,,0.4562128,,Right Foot,,,"[70.8, 75.8]",,High Pass,72.18227,,,,,Bacary Sagna,,,,,Goal Kick,1,From Goal Kick,Joe Hart,3291.0,Goalkeeper,74,Manchester City,36,['b4bc226c-d8e1-4094-9a58-3ebc52075ef0'],54,,,,,,,,,,,,,,,Manchester City,36,00:41:54.520,Pass,
,,,,,,,,,,,,,,,,,1.174418,,,,,,,,,,,652641ba-3acf-4bc3-86b6-77cc69fd8ed0,1628,,"[70.8, 75.8]",3754066,41,,,,True,0.0,,,,,"[82.2, 75.8]",,High Pass,11.4,,,Incomplete,,Jesús Navas González,,,,,,1,From Goal Kick,Bacary Sagna,7110.0,Right Back,74,Manchester City,36,"['6caed026-9189-48b5-aac5-f164c701827b', '6e3b3602-8f3c-4bbd-b4b5-f7cd24a785bb', 'fdfe9ab7-4bf7-4354-863f-272c08a1cbe0']",58,,,,,,,,,,,,,,,Manchester City,36,00:41:58.253,Pass,True
,,,,,,,,,,,,,,,,,1.330595,,,,,,,,,,,261df697-daaf-4d81-83a4-3a13dda42995,1632,,"[75.7, 80.0]",3754066,42,,,,,-0.3704924,,,,,"[87.8, 75.3]",,Low Pass,12.980755,,,,,Jesús Navas González,,,,,Throw-in,1,From Throw In,Bacary Sagna,7110.0,Right Back,75,Manchester City,36,['f89d4c5a-b39a-4221-b54b-38a0bbc26e12'],11,,,,,,,,,,,,,,,Manchester City,36,00:42:11.486,Pass,
,,,,,,,,,,,,,,,,,1.016062,,,,,,,,,,,191feeb8-51ff-43ee-9204-03adff15448c,1637,,"[86.8, 74.0]",3754066,42,,,,,2.7285929,,Right Foot,,,"[77.9, 77.9]",,Low Pass,9.716995,,,,,Bacary Sagna,,,,,,1,From Throw In,Jesús Navas González,6821.0,Right Wing,75,Manchester City,36,"['1ce5ed36-28dd-4b9b-b106-42f33f45ac08', '8dbc05d6-e434-4dee-a139-9da555dd5743']",13,,,,,,,,,,,,,,,Manchester City,36,00:42:13.467,Pass,True
,,,,,,,,,,,,,,,,,0.94817,,,,,,,,,,,6478edfd-815a-481b-bca1-3e2012e37c2e,1640,,"[77.9, 77.9]",3754066,42,,,,,-2.217693,,Right Foot,,,"[70.8, 68.5]",,Ground Pass,11.780067,,,,,Fernando Luiz Rosa,,,,,,1,From Throw In,Bacary Sagna,7110.0,Right Back,75,Manchester City,36,['581c4954-bd19-4fe8-83f3-14127916788e'],15,,,,,,,,,,,,,,,Manchester City,36,00:42:15.086,Pass,
,,,,,,,,,,,,,,,,,2.144432,,,,,,,,,,,3198ee06-ba4f-41a5-ae2c-2d8c27762545,1644,,"[70.2, 66.9]",3754066,42,,,,,-2.121253,,Right Foot,,,"[55.9, 43.6]",,Ground Pass,27.338251,,,,,Eliaquim Mangala,,,,,,1,From Throw In,Fernando Luiz Rosa,3054.0,Left Defensive Midfield,75,Manchester City,36,"['066ed0f9-75c6-4164-b513-698ac5b000a1', '5592aed4-ac91-46fe-ab52-afa4ae79a09c']",16,,,,,,,,,,,,,,,Manchester City,36,00:42:16.297,Pass,True
,,,,,,,,,,,,,,,,,2.344431,,,,,,,,,,,f170d9c3-5118-470d-ad39-d69c38c1fcd5,1647,,"[56.2, 33.3]",3754066,42,,,,,-0.8695794,,Left Foot,,,"[81.7, 3.1]",,Ground Pass,39.525814,,,,,Raheem Sterling,,,,,,1,From Throw In,Eliaquim Mangala,3389.0,Left Center Back,75,Manchester City,36,['1ef1776e-58ff-4c18-a74a-27fa6b9c7b7c'],19,,,,,,,,,,,,,,,Manchester City,36,00:42:19.919,Pass,
,,,,,,,,,,,,,,,,,0.523278,,,,,,,,,,,0cbe0fc8-774c-4e7a-9165-27fb47eca28b,1650,,"[90.5, 4.9]",3754066,42,,,,,0.8288491,,Right Foot,,,"[92.7, 7.3]",,Ground Pass,3.255764,,,Incomplete,,David Josué Jiménez Silva,,,,,,1,From Throw In,Raheem Sterling,3233.0,Left Wing,75,Manchester City,36,"['db9206a2-2826-40b5-ac52-5fd529b573f1', 'e9e95f75-740c-4876-a4ba-0023b9b78824']",24,,,,,,,,,,,,,,,Manchester City,36,00:42:24.347,Pass,
,,,,,,,,,,,,,,,,,1.71421,,,,,,,,,,,af211f3f-5cbf-437f-b19c-821b008dad14,1658,,"[87.6, 4.1]",3754066,43,,,,,0.91247797,50777da4-58e0-46b9-b65d-8cea35c875b2,Left Foot,True,,"[113.2, 37.2]",,High Pass,41.844593,,,,,Eliaquim Mangala,True,,,,Free Kick,1,From Free Kick,Aleksandar Kolarov,5596.0,Left Back,76,Manchester City,36,['688389a5-b038-44b4-a37c-36c2f5962789'],7,,,,,,,,,,,,,,,Manchester City,36,00:43:07.430,Pass,
,,,,,,,,,,,,,,,,,5.601837,,,,,,,,,,,217729d7-dd1b-4499-beaf-87a6567871dd,1664,,"[7.0, 44.1]",3754066,45,,,,,0.23409939,,Right Foot,,,"[82.9, 62.2]",,High Pass,78.02833,,,Incomplete,,Diego da Silva Costa,,,,,Goal Kick,1,From Goal Kick,Asmir Begović,3339.0,Goalkeeper,77,Chelsea,33,"['95e70d9a-d18f-4b79-b11a-3647bf134dc2', 'ed258364-19c2-4607-9238-ba86ecabb21a']",24,,,,,,,,,,,,,,,Chelsea,33,00:45:24.091,Pass,
,,,,,,,,,,,,,,,,,1.86476,,,,,,,,,,,95e70d9a-d18f-4b79-b11a-3647bf134dc2,1666,,"[37.2, 17.9]",3754066,45,,,,,0.8428063,,Head,,,"[49.5, 31.7]",,High Pass,18.48594,,,,,David Josué Jiménez Silva,,,,,Recovery,1,From Goal Kick,Aleksandar Kolarov,5596.0,Left Back,77,Chelsea,33,"['113779a0-94dd-47d5-9e21-1fb7aa4e53f0', '217729d7-dd1b-4499-beaf-87a6567871dd']",29,,,,,,,,,,,,,,,Manchester City,36,00:45:29.693,Pass,
,,,,,,,,,,,,,,,,,1.447121,,,,,,,,,,,7b17f86c-9db0-4af8-b086-2ba328cab226,1669,,"[46.1, 35.3]",3754066,45,,,,,2.2167544,,Left Foot,,,"[41.2, 41.8]",,Low Pass,8.140024,,,Incomplete,,Jesús Navas González,,,,,,1,From Goal Kick,David Josué Jiménez Silva,3064.0,Center Attacking Midfield,77,Chelsea,33,"['4d9a537a-047c-4adc-adeb-08195f66eeeb', '8d73a478-877f-462d-b312-27e7348061b0']",32,,,,,,,,,,,,,,,Manchester City,36,00:45:32.716,Pass,
,,,,,,,,,,,,,,,,,1.516316,,,,,,,,,,,c81e90a0-41fd-487e-ac4d-12a60e0b8aeb,1680,,"[72.0, 25.9]",3754066,45,,,,,3.1415927,,Right Foot,,,"[53.3, 25.9]",,Ground Pass,18.7,,,,,John Terry,,,,,Recovery,1,From Goal Kick,César Azpilicueta Tanco,3957.0,Left Back,77,Chelsea,33,['1d566084-1aed-411c-ae8f-9b702c7887bc'],39,,,,,,,,,,,,,,,Chelsea,33,00:45:39.847,Pass,
,,,,,,,,,,,,,,,,,0.857761,,,,,,,,,,,a898a094-cb23-46b6-8347-ace6ad473e36,1683,,"[60.6, 19.9]",3754066,45,,,,,0.52001417,,Left Foot,,,"[73.0, 27.0]",,Ground Pass,14.288807,,,,,Diego da Silva Costa,,,,,,1,From Goal Kick,John Terry,20287.0,Left Center Back,77,Chelsea,33,['0c3326f3-bec0-4d11-8f55-0843f5d6ab5e'],44,,,,,,,,,,,,,,,Chelsea,33,00:45:44.165,Pass,
,,,,,,,,,,,,,,,,,0.09002,,,,,,,,,,,36860d05-850d-435f-bc57-5932c91ea4e6,1690,,"[64.2, 29.1]",3754066,45,,,,,0.0,,Right Foot,,,"[66.1, 29.1]",,Low Pass,1.9,,,Incomplete,,Willian Borges da Silva,,,,,Recovery,1,From Goal Kick,Francesc Fàbregas i Soler,3478.0,Right Defensive Midfield,77,Chelsea,33,"['332f621b-42d0-4326-8fc7-1e36309dcb71', '6f98033d-2a04-4d3e-8834-f24f69ec0907', 'b6ec5fcf-a96b-4134-abae-0f7aa146d013']",47,,,,,,,,,,,,,,,Chelsea,33,00:45:47.323,Pass,True
,,,,,,,,,,,,,,,,,2.006202,,,,,,,,,,,821e9a90-b531-4b90-b0f8-e1318b989dbb,1693,,"[50.3, 31.4]",3754066,45,,,,,-0.3502126,,Left Foot,,,"[83.7, 19.2]",,High Pass,35.558403,,,Incomplete,,Eden Hazard,,,,,Recovery,1,From Goal Kick,Branislav Ivanović,5594.0,Right Back,77,Chelsea,33,"['37605874-3bbc-4674-b40f-292818bdc464', 'f154eccd-5a49-4802-8d8c-ecb03ead29f4']",49,,,,,,,,,,,,,,,Chelsea,33,00:45:49.209,Pass,
,,,,,,,,,,,,,,,,,1.925881,,,,,,,,,,,0ad863ab-c7f7-488f-b1e7-9eedc23dfb47,1702,,"[75.5, 26.7]",3754066,48,,,,,0.35370314,,Right Foot,,,"[108.0, 38.7]",,High Pass,34.644623,,,Incomplete,,,,,,,Free Kick,1,From Free Kick,Francesc Fàbregas i Soler,3478.0,Right Defensive Midfield,78,Chelsea,33,['bca68f7f-84df-45c4-9733-798ddc97ec94'],49,,,,,,,,,,,,,,,Chelsea,33,00:48:49.137,Pass,
,,,,,,,,,,,,,,,,,1.669308,,,,,,,,,,,c863a1a0-6335-4962-8f8b-5f6fde33cb79,1706,,"[34.4, 42.2]",3754066,48,,,,,-0.87494135,,Left Foot,,,"[49.1, 24.6]",,High Pass,22.93142,,,,,Raheem Sterling,,,,,,1,Regular Play,Sergio Leonel Agüero del Castillo,3237.0,Center Forward,79,Manchester City,36,['691bde07-6687-4ceb-9d2f-19a22b5fc3fd'],53,,,,,,,,,,,,,,,Manchester City,36,00:48:53.604,Pass,
,,,,,,,,,,,,,,,,,3.294433,,,,,,,,,,,5399cb40-c508-41db-8cad-399150243d61,1710,,"[96.5, 12.2]",3754066,49,,,,,1.2253171,,Left Foot,True,,"[113.2, 58.6]",,High Pass,49.31379,,,,,Jesús Navas González,,True,,,,1,Regular Play,Raheem Sterling,3233.0,Left Wing,79,Manchester City,36,['f13e8555-ccab-41f0-a2be-da19b4b82c28'],0,,,,,,,,,,,,,,,Manchester City,36,00:49:00.650,Pass,
,,,,,,,,,,,,,,,,,0.871641,,,,,,,,,,,c1327db0-60fe-4a02-b5ff-902a91b6438c,1713,,"[111.5, 58.0]",3754066,49,,,,,-2.0594387,,Right Foot,,,"[107.3, 50.1]",,Low Pass,8.947066,,,,,David Josué Jiménez Silva,,,,,,1,Regular Play,Jesús Navas González,6821.0,Right Wing,79,Manchester City,36,['d41a6f33-ae03-432d-bba2-9cadf7f50af3'],3,,,,,,,,,,,,,,,Manchester City,36,00:49:03.944,Pass,
,,,,,,,,,,,,,,,,,2.260568,,,,,,,,,,,6ac9644e-b166-4d47-985e-0d625f0caf39,1723,,"[15.6, 32.4]",3754066,49,,,,,0.17174521,,Right Foot,,,"[81.9, 43.9]",,High Pass,67.28997,,,Unknown,,,,,,,Free Kick,1,From Free Kick,Asmir Begović,3339.0,Goalkeeper,80,Chelsea,33,,51,,,,,,,,,,,,,,,Chelsea,33,00:49:51.280,Pass,
,,,,,,,,,,,,,,,,,0.453604,,,,,,,,,,,817e6ad9-bfe5-473f-aa62-165be1959769,1729,,"[61.0, 40.1]",3754066,45,,,,,-1.735945,,Right Foot,,,"[60.7, 38.3]",,Ground Pass,1.8248287,,,,,David Josué Jiménez Silva,,,,,Kick Off,2,From Kick Off,Sergio Leonel Agüero del Castillo,3237.0,Center Forward,81,Manchester City,36,['e97bf2c2-cb0d-4efa-8d6f-6143651c4bd6'],0,,,,,,,,,,,,,,,Manchester City,36,00:00:00.658,Pass,
,,,,,,,,,,,,,,,,,1.397903,,,,,,,,,,,35d6edf5-0143-4cd4-8c58-f805fc4d68f8,1731,,"[60.5, 39.0]",3754066,45,,,,,2.6632402,,Left Foot,,,"[57.8, 40.4]",,Ground Pass,3.0413814,,,,,Gnégnéri Yaya Touré,,,,,,2,From Kick Off,David Josué Jiménez Silva,3064.0,Center Attacking Midfield,81,Manchester City,36,['02ef20e8-3859-419e-9714-9194f31c046a'],1,,,,,,,,,,,,,,,Manchester City,36,00:00:01.112,Pass,
,,,,,,,,,,,,,,,,,2.754253,,,,,,,,,,,b819381f-c1ae-4894-afe4-f0a402a18bf3,1733,,"[57.3, 41.1]",3754066,45,,,,,2.077895,,Left Foot,,,"[43.3, 66.3]",,Ground Pass,28.827765,,,,,Bacary Sagna,,,,,,2,From Kick Off,Gnégnéri Yaya Touré,3087.0,Right Defensive Midfield,81,Manchester City,36,['57e1ee9f-b177-44d7-86c1-bee50cb46c07'],2,,,,,,,,,,,,,,,Manchester City,36,00:00:02.510,Pass,
,,,,,,,,,,,,,,,,,1.553699,,,,,,,,,,,3a66cf03-d04f-4a07-a71f-232e67c741d3,1735,,"[43.3, 66.3]",3754066,45,,,,,-2.38793,,Right Foot,,,"[36.8, 60.2]",,Ground Pass,8.914034,,,,,Vincent Kompany,,,,,,2,From Kick Off,Bacary Sagna,7110.0,Right Back,81,Manchester City,36,['c2dae47f-791c-46d3-9aba-b71ab4c40d29'],5,,,,,,,,,,,,,,,Manchester City,36,00:00:05.264,Pass,
,,,,,,,,,,,,,,,,,2.24122,,,,,,,,,,,650778fa-c0db-443b-94fb-87b07fcdf395,1738,,"[43.3, 60.2]",3754066,45,,,,,-0.028618138,,Right Foot,,,"[95.7, 58.7]",,High Pass,52.421467,,,Pass Offside,,Sergio Leonel Agüero del Castillo,,,,,,2,From Kick Off,Vincent Kompany,3101.0,Right Center Back,81,Manchester City,36,['21d5dfb7-0803-437c-a918-e4c9fbd66661'],9,,,,,,,,,,,,,,,Manchester City,36,00:00:09.006,Pass,
,,,,,,,,,,,,,,,,,2.63821,,,,,,,,,,,2f309226-2260-4487-8be9-b38511360a1a,1740,,"[24.8, 23.0]",3754066,45,,True,,,-0.69473827,,Right Foot,,,"[47.0, 4.5]",,Ground Pass,28.897924,,,,,César Azpilicueta Tanco,,,,,Free Kick,2,From Free Kick,Nemanja Matić,3381.0,Left Defensive Midfield,82,Chelsea,33,['02a5f369-de67-43fb-b676-e0a564e64fbb'],27,,,,,,,,,,,,,,,Chelsea,33,00:00:27.846,Pass,
,,,,,,,,,,,,,,,,,0.737528,,,,,,,,,,,f8380adc-2fcb-4e1f-9c60-3ef8efc08538,1742,,"[52.4, 6.0]",3754066,45,,,,,2.684987,,Left Foot,,,"[46.7, 8.8]",,Ground Pass,6.3505907,,,,,Nemanja Matić,,,,,,2,From Free Kick,César Azpilicueta Tanco,3957.0,Left Back,82,Chelsea,33,['eb55b877-1a7e-4dda-90eb-e965592ccd42'],31,,,,,,,,,,,,,,,Chelsea,33,00:00:31.737,Pass,
,,,,,,,,,,,,,,,,,0.85822,,,,,,,,,,,80eb9130-24d8-4aa5-a0bb-d8911e001159,1751,,"[64.8, 74.5]",3754066,45,,,,,1.925502,,Left Foot,,,"[62.8, 79.9]",,Ground Pass,5.758472,,,,,Jesús Navas González,,,,,,2,Regular Play,David Josué Jiménez Silva,3064.0,Center Attacking Midfield,83,Manchester City,36,"['c738fd20-73c3-49ab-8473-c4e18bec7d4c', 'e7405056-adcb-4ddf-9415-5566faf9d176']",38,,,,,,,,,,,,,,,Manchester City,36,00:00:38.670,Pass,True
,,,,,,,,,,,,,,,,,1.07244,,,,,,,,,,,467ab51e-ee08-44f0-9c4b-8356f838044e,1754,,"[62.8, 79.9]",3754066,45,,,,,-3.0128446,,Right Foot,,,"[40.4, 77.0]",,Ground Pass,22.586943,,,,,Bacary Sagna,,,,,,2,Regular Play,Jesús Navas González,6821.0,Right Wing,83,Manchester City,36,['6cdda13b-ff57-42dd-b147-906656cab629'],40,,,,,,,,,,,,,,,Manchester City,36,00:00:40.203,Pass,
,,,,,,,,,,,,,,,,,2.432431,,,,,,,,,,,e5f2e81a-0aca-4851-8b93-1dd4c85defdd,1758,,"[41.5, 76.7]",3754066,45,,,,,-0.45072585,,Right Foot,,,"[82.0, 57.1]",,High Pass,44.993443,,,Incomplete,,,,,,,,2,Regular Play,Bacary Sagna,7110.0,Right Back,83,Manchester City,36,"['2fb7bc5a-2534-4d13-ac82-ef23b4d8f52b', 'db7eb739-99be-4416-8446-9bd2dcd8f4b8']",42,,,,,,,,,,,,,,,Manchester City,36,00:00:42.192,Pass,True
,,,,,,,,,,,,,,,,,1.30705,,,,,,,,,,,2fb7bc5a-2534-4d13-ac82-ef23b4d8f52b,1759,,"[38.1, 23.0]",3754066,45,,,,,-0.23281382,,Head,,,"[47.8, 20.7]",,Low Pass,9.968952,,,,,Francesc Fàbregas i Soler,,,,,Recovery,2,From Counter,Gary Cahill,3645.0,Right Center Back,84,Chelsea,33,"['2612c2d2-8ebf-46ed-91f9-6a8dbd5be23c', 'e5f2e81a-0aca-4851-8b93-1dd4c85defdd']",44,,,,,,,,,,,,,,,Chelsea,33,00:00:44.625,Pass,
,,,,,,,,,,,,,,,,,1.42825,,,,,,,,,,,4cf25468-cf02-46cf-acbd-4192cfe101d8,1762,,"[47.8, 20.7]",3754066,45,,,,,0.8986835,,Right Foot,,,"[62.6, 39.3]",,Low Pass,23.769728,,,,,Ramires Santos do Nascimento,,,,,,2,From Counter,Francesc Fàbregas i Soler,3478.0,Right Defensive Midfield,84,Chelsea,33,['f2fbe353-d175-4bb7-963e-97e8f2abcfa1'],46,,,,,,,,,,,,,,,Chelsea,33,00:00:46.052,Pass,
,,,,,,,,,,,,,,,,,0.721374,,,,,,,,,,,fd93df92-fac0-4dd0-9887-bcefda265320,1767,,"[42.4, 40.4]",3754066,45,,,,,-1.2665879,,Right Foot,,,"[47.8, 23.2]",,Ground Pass,18.027756,,,,,Aleksandar Kolarov,,,,,Recovery,2,Regular Play,Eliaquim Mangala,3389.0,Left Center Back,85,Manchester City,36,"['406ab0f0-5e0f-4e8e-a256-2b17b4832189', '4a1ad2dc-6193-4e02-9465-9e05f6b3b6c4']",49,,,,,,,,,,,,,,,Manchester City,36,00:00:49.112,Pass,True
,,,,,,,,,,,,,,,,,1.344528,,,,,,,,,,,743a3d53-3ae1-43b6-98a9-b379b569bb1e,1770,,"[86.5, 6.3]",3754066,45,,,,,-0.19894594,,Left Foot,,,"[98.9, 3.8]",,Ground Pass,12.649506,,,,,Raheem Sterling,,,,,,2,Regular Play,Aleksandar Kolarov,5596.0,Left Back,85,Manchester City,36,['a0b6b46c-76f5-4c25-8d28-7bf204d7e634'],56,,,,,,,,,,,,,,,Manchester City,36,00:00:56.600,Pass,
,,,,,,,,,,,,,,,,,4.277799,,,,,,,,,,,b5a9b4a3-73dd-4010-b480-9e757df91c9e,1776,,"[104.8, 8.7]",3754066,46,,,,,1.6086464,,Left Foot,True,,"[102.1, 80.0]",,High Pass,71.351105,,,Out,,Eliaquim Mangala,,True,,,Free Kick,2,From Free Kick,Aleksandar Kolarov,5596.0,Left Back,86,Manchester City,36,['b809e3f3-2fc7-415d-a4bf-1422af237031'],35,,,,,,,,,,,,,,,Manchester City,36,00:01:35.027,Pass,
