50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,Right Foot,,,True,,,,,,,0.0,,,,,,,,,,,,733080eb-efc7-481d-965b-d6eca65ffe05,1689,,"[9.3, 43.6]",3754112,46,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Moussa Sissoko,3091.0,Right Wing,110,Southampton,25,['85342e1f-7557-445e-81d7-84817d1c7441'],54,,,,,,,,,,,,,,,Newcastle United,37,00:01:54.793,Clearance,True
,,,,,,Right Foot,,,True,,,,,,,0.0,,,,,,,,,,,,17bf154c-46db-48e9-8f63-90ebdfe9f8f9,1822,,"[56.5, 11.3]",3754112,51,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Victor Wanyama,3098.0,Left Center Midfield,118,Newcastle United,37,['e2ec004a-db22-42eb-b29f-8ce27e3cca26'],18,,,,,,,,,,,,,,,Southampton,25,00:06:18.919,Clearance,True
,,,,,,Right Foot,,,True,,,,,,,0.0,,,,,,,,,,,,93ba3e24-56e1-4722-86a2-7c19d13be001,1973,,"[7.5, 31.7]",3754112,55,,True,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Fabricio Coloccini,26207.0,Left Center Back,126,Southampton,25,['eae6b763-2cdf-4d66-9639-e95b571c8dd3'],16,,,,,,,,,,,,,,,Newcastle United,37,00:10:16.296,Clearance,True
,,,,,,Head,True,,,,,,,,,0.0,,,,,,,,,,,,58306146-2c96-41f0-919a-d14c2f06a436,2013,,"[5.9, 34.8]",3754112,57,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Daryl Janmaat,3650.0,Right Back,130,Southampton,25,['387a9f37-398a-49bf-b8d3-b1af1721b896'],4,,,,,,,,,,,,,,,Newcastle United,37,00:12:04.625,Clearance,True
,,,,,True,Head,True,,,,,,,,,0.0,,,,,,,,,,,,d5b18236-ddff-415f-b672-a2254e6355a4,2021,,"[11.3, 47.1]",3754112,57,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Daryl Janmaat,3650.0,Right Back,131,Southampton,25,"['755edd8e-97b5-4396-a82a-bec6be7d0e72', '8657410b-2f9c-462e-8247-5b760dc89d74']",38,,,,,,,,,,,,,,,Newcastle United,37,00:12:38.158,Clearance,True
,,,,,,Left Foot,,True,,,,,,,,0.0,,,,,,,,,,,,1606b088-e215-40a4-8cd1-7904fcf1d180,2136,,"[5.0, 29.3]",3754112,60,,True,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Maya Yoshida,3300.0,Left Center Back,138,Newcastle United,37,,15,,,,,,,,,,,,,,,Southampton,25,00:15:15.709,Clearance,True
,,,,,,Head,True,,,,,,,,,0.0,,,,,,,,,,,,a0c4b9b8-ba7a-4cb7-945b-4e50915a7bb8,2247,,"[46.1, 9.1]",3754112,64,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Matt Targett,3651.0,Left Back,147,Newcastle United,37,['fa091107-3348-40d4-9cd9-e795c744484d'],3,,,,,,,,,,,,,,,Southampton,25,00:19:03.300,Clearance,True
,,,,,True,Head,True,,,,,,,,,0.0,,,,,,,,,,,,d1d9cc67-b21f-4675-82a9-ecf0ba897962,2254,,"[39.7, 15.8]",3754112,64,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Maya Yoshida,3300.0,Left Center Back,147,Newcastle United,37,"['7f0b8cca-9c71-495d-b30d-b0d4e7a87930', 'fb61021c-b844-46d0-a833-521c153ccae9']",9,,,,,,,,,,,,,,,Southampton,25,00:19:09.346,Clearance,True
,,,,,True,Head,True,,,,,,,,,0.0,,,,,,,,,,,,1cdf201e-f4b6-4676-a1a5-5d93b9f15fbf,2309,,"[9.0, 31.5]",3754112,68,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Moussa Sissoko,3091.0,Right Wing,151,Southampton,25,"['29fb90fe-ae5d-4b4e-9c59-fb07ef6a6607', '2c17bbe8-6251-4fc7-bead-2db042c40402']",37,,,,,,,,,,,,,,,Newcastle United,37,00:23:37.323,Clearance,True
,,,,,True,Head,True,,,,,,,,,0.0,,,,,,,,,,,,f0e81ebe-e1c2-434f-add9-94fac383cc08,2374,,"[34.8, 28.3]",3754112,70,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Maya Yoshida,3300.0,Left Center Back,155,Newcastle United,37,"['12d46c81-dccc-4c6a-b6db-0107549bdc53', '849fe329-bd60-4c9f-922a-40e61eca5f42']",55,,,,,,,,,,,,,,,Southampton,25,00:25:55.741,Clearance,True
,,,,,True,Head,True,,,,,,,,,0.0,,,,,,,,,,,,a162ba97-faf2-48e0-9ad3-3de2b704ab9f,2471,,"[39.7, 32.3]",3754112,73,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,José Miguel da Rocha Fonte,3960.0,Right Center Back,159,Newcastle United,37,"['8f0e83f1-e534-4474-a53e-99fb11762b9e', 'f4c277ed-5618-4861-aac5-9d842a69cb51']",11,,,,,,,,,,,,,,,Southampton,25,00:28:11.357,Clearance,True
,,,,,,Left Foot,,True,,,,,,,,0.0,,,,,,,,,,,,02445e7d-6a3b-43fb-8063-a188a16c3a83,2528,,"[27.6, 10.6]",3754112,73,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Matt Targett,3651.0,Left Back,159,Newcastle United,37,,56,,,,,,,,,,,,,,,Southampton,25,00:28:56.400,Clearance,True
,,,,,True,Head,True,,,,,,,,,0.0,,,,,,,,,,,,0908ccee-1468-4de0-8d53-7e552ab7639c,2552,,"[32.6, 72.0]",3754112,75,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Daryl Janmaat,3650.0,Right Back,161,Southampton,25,"['7e0efed4-ca1a-4e3d-aaa2-5aa2f71bcb21', 'b864ec09-2bc3-4ad3-8639-0d8ec48a89e2']",33,,,,,,,,,,,,,,,Newcastle United,37,00:30:33.499,Clearance,True
,,,,,,Head,True,,,,,,,,,0.0,,,,,,,,,,,,fa6d2c98-839b-40ff-9193-24e976d1cd40,2580,,"[26.1, 33.9]",3754112,76,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Chancel Mbemba Mangulu,3044.0,Right Center Back,164,Southampton,25,['098b4d0e-52f9-4b3d-a665-67a093d6952d'],39,,,,,,,,,,,,,,,Newcastle United,37,00:31:39.267,Clearance,True
,,,,,,Head,True,,,,,,,,,0.0,,,,,,,,,,,,ebdb9e7b-9980-4418-aff3-76a6b66ddb35,2594,,"[14.0, 50.3]",3754112,76,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Daryl Janmaat,3650.0,Right Back,164,Southampton,25,['d66b097d-1daa-43ea-a230-d620dd3fdae2'],58,,,,,,,,,,,,,,,Newcastle United,37,00:31:58.110,Clearance,True
,,,,,,Right Foot,,,True,,,,,,,0.0,,,,,,,,,,,,a0c5b2ad-9aef-4841-bc03-03ed58fe11a8,2627,,"[15.1, 37.5]",3754112,77,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jack Colback,9649.0,Left Center Midfield,164,Southampton,25,['e2ba1b3b-11c7-47cc-b256-4effd71ca369'],31,,,,,,,,,,,,,,,Newcastle United,37,00:32:31.454,Clearance,True
,,,,,,Left Foot,,True,,,,,,,,0.0,,,,,,,,,,,,5cfeb4ff-db00-4c2a-a2f4-9b0cf44c12aa,2784,,"[24.8, 13.1]",3754112,81,,True,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Maya Yoshida,3300.0,Left Center Back,171,Newcastle United,37,['1aabf284-c58b-4a88-bff2-ce4b853cf9b7'],32,,,,,,,,,,,,,,,Southampton,25,00:36:32.220,Clearance,True
,,,,,,Left Foot,,True,,,,,,,,0.0,,,,,,,,,,,,24094a58-e538-4229-b1af-0ed3a069edf4,2816,,"[23.6, 28.6]",3754112,82,,True,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Cheik Ismaël Tioté,42900.0,Right Center Midfield,173,Southampton,25,['d6731311-f501-42b6-b5a9-cb47719af9ed'],8,,,,,,,,,,,,,,,Newcastle United,37,00:37:08.878,Clearance,True
,,,,,,Left Foot,,True,,,,,,,,0.0,,,,,,,,,,,,46f36006-8388-4209-86f9-2695a89bf111,2915,,"[46.2, 7.1]",3754112,84,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Maya Yoshida,3300.0,Left Center Back,177,Newcastle United,37,['64f12bde-2edf-4839-8e6a-1a708667b121'],7,,,,,,,,,,,,,,,Southampton,25,00:39:07.226,Clearance,True
,,,,,True,Head,True,,,,,,,,,0.0,,,,,,,,,,,,56a6fadc-400e-4979-987e-40d330acea08,3083,,"[4.0, 40.2]",3754112,87,,True,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Chancel Mbemba Mangulu,3044.0,Right Center Back,183,Southampton,25,"['619fac5d-03cb-46bf-bb86-4021a0d79d7c', '699ad1e0-5f03-467a-8117-e806f74a5699']",53,,,,,,,,,,,,,,,Newcastle United,37,00:42:53.322,Clearance,True
,,,,,True,Head,True,,,,,,,,,0.0,,,,,,,,,,,,b39b2b78-a93d-48f2-9765-fa8d0d0337b2,3128,,"[46.4, 56.2]",3754112,89,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,José Miguel da Rocha Fonte,3960.0,Right Center Back,185,Newcastle United,37,"['742456a7-ee7e-4ee8-8646-486b37145dc9', 'ae7d97f6-fb26-4382-aed9-9fdaa5995c95']",19,,,,,,,,,,,,,,,Southampton,25,00:44:19.546,Clearance,True
,,,,,,Left Foot,,True,,,,,,,,0.0,,,,,,,,,,,,0e9814c8-d03f-4714-bfc1-0bd285e2abb4,3139,,"[25.1, 52.4]",3754112,89,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Rhu-endly Martina,3590.0,Right Back,186,Southampton,25,,29,,,,,,,,,,,,,,,Southampton,25,00:44:29.753,Clearance,True
,,,,,True,Head,True,,,,,,,,,0.0,,,,,,,,,,,,ccf892f9-717a-40bc-81f2-1400e78721bf,3203,,"[20.1, 38.5]",3754112,90,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Maya Yoshida,3300.0,Left Center Back,189,Newcastle United,37,"['a48a29dc-844a-4df8-992e-533f36b3d520', 'e78306cc-5cad-44e5-804b-03995ac95aa3']",35,,,,,,,,,,,,,,,Southampton,25,00:45:35.589,Clearance,True
,,,,,,Head,True,,,,,,,,,0.0,,,,,,,,,,,,f1be0e12-38b8-463c-9897-cab5cfc177ee,3336,,"[8.9, 44.6]",3754112,94,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Matt Targett,3651.0,Left Back,195,Newcastle United,37,['f3c349b0-94e2-4ecc-a0b7-09fd666ae3a0'],21,,,,,,,,,,,,,,,Southampton,25,00:49:21.485,Clearance,True
,,,,,,,,,,True,,,,,,0.913044,,,,,,,,,,,,0061dd30-5534-4979-a63f-8a14b5a179a3,13,,"[62.6, 71.4]",3754112,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,José Miguel da Rocha Fonte,3960.0,Right Center Back,2,Southampton,25,"['acfaa9cc-f727-457a-a41a-cc40f0843f20', 'b864955b-edec-426d-bc6b-26e26fc437ae', 'f38a5bea-aa05-49ef-a843-6b429d4d7200']",12,,,,,,,,,,,,,,,Southampton,25,00:00:12.282,Pressure,
,,,,,,,,,,,,,,,,0.721352,,,,,,,,,,,,bb492741-c05d-46d2-9995-695738d8d508,24,,"[56.4, 6.5]",3754112,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Vurnon Anita,16072.0,Right Center Midfield,3,Southampton,25,"['6b6a831a-9bbd-4238-9477-685005361aa9', '9518f7ea-a18e-45e6-9295-7468e9295f14']",31,,,,,,,,,,,,,,,Newcastle United,37,00:00:31.331,Pressure,
,,,,,,,,,,,,,,,,0.727921,,,,,,,,,,,,52ecd70d-5db9-42df-8370-a7f0b4838adb,29,,"[46.2, 10.9]",3754112,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Vurnon Anita,16072.0,Right Center Midfield,3,Southampton,25,"['060bee39-6d21-41a6-bbd6-19bb9c315ff1', 'f9962921-a689-4ae6-8503-8c195e92c65c']",35,,,,,,,,,,,,,,,Newcastle United,37,00:00:35.087,Pressure,
,,,,,,,,,,,,,,,,2.817524,,,,,,,,,,,,6ed0d550-1073-4772-8049-74620f2de74a,37,,"[100.1, 52.8]",3754112,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jay Rodriguez,3685.0,Left Wing,4,Southampton,25,"['0a78f819-20d5-47d7-8542-68e099faba8d', '3eec3ce4-9fc1-44f7-b902-db427a3a2ee1', 'd78a1252-fa1b-4c81-8b93-370c0df3d5c5']",51,,,,,,,,,,,,,,,Southampton,25,00:00:51.879,Pressure,
,,,,,,,,,,,,,,,,1.094713,,,,,,,,,,,,4b85985a-7ecd-41ba-9518-d80c0cfb7644,47,,"[35.9, 5.4]",3754112,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gabriel Antoine Obertan,42899.0,Left Wing,5,Southampton,25,"['c252bd2b-75d4-4ca9-9b87-597f08aca263', 'f82d093d-75d0-4127-98d3-44515f0cfad3']",6,,,,,,,,,,,,,,,Newcastle United,37,00:01:06.945,Pressure,
,,,,,,,,,,True,,,,,,0.08,,,,,,,,,,,,a23f9b35-4130-4cf9-96c9-8e3ad4fb82d8,53,,"[96.2, 31.1]",3754112,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Graziano Pellè,11062.0,Center Forward,5,Southampton,25,['af5b7e90-fdc0-43ca-a84c-60d5a1c6a43d'],11,,,,,,,,,,,,,,,Southampton,25,00:01:11.996,Pressure,
,,,,,,,,,,,,,,,,0.394871,,,,,,,,,,,,8c6068c2-be99-4867-b14c-7dc49b94952a,68,,"[25.6, 68.5]",3754112,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Cédric Ricardo Alves Soares,3329.0,Right Back,6,Newcastle United,37,,45,,,,,,,,,,,,,,,Southampton,25,00:01:45.187,Pressure,
,,,,,,,,,,,,,,,,0.153523,,,,,,,,,,,,b669f018-f1c9-435a-8808-dfc11b9581fa,72,,"[10.1, 48.1]",3754112,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Cédric Ricardo Alves Soares,3329.0,Right Back,7,Newcastle United,37,,26,,,,,,,,,,,,,,,Southampton,25,00:02:26.053,Pressure,
,,,,,,,,,,,,,,,,0.936633,,,,,,,,,,,,52384325-3fb0-4483-9944-00480f2296a7,90,,"[62.6, 19.4]",3754112,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Matt Targett,3651.0,Left Back,9,Newcastle United,37,"['396ff2d1-a91d-4f76-8a7c-27b6f33ae4e1', 'eb0edc6d-587d-4d6b-81e9-b748f47eb0fe']",58,,,,,,,,,,,,,,,Southampton,25,00:02:58.986,Pressure,
,,,,,,,,,,,,,,,,0.654306,,,,,,,,,,,,3223fa28-d710-41de-9097-1859b578058f,93,,"[62.0, 23.9]",3754112,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Steven Davis,3828.0,Right Center Midfield,9,Newcastle United,37,"['209cf04d-ed00-4215-87b3-19be3e0506d4', 'eb0edc6d-587d-4d6b-81e9-b748f47eb0fe']",59,,,,,,,,,,,,,,,Southampton,25,00:02:59.563,Pressure,
,,,,,,,,,,,,,,,,0.55754,,,,,,,,,,,,fa5f629f-f40b-40cf-9af7-6cebdd3ef201,109,,"[78.4, 67.0]",3754112,3,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dušan Tadić,3831.0,Right Wing,9,Newcastle United,37,['2f0d7e7c-9126-4a21-8db5-deb19270fd96'],12,,,,,,,,,,,,,,,Southampton,25,00:03:12.405,Pressure,
,,,,,,,,,,,,,,,,0.398489,,,,,,,,,,,,b14365c3-002c-4024-8abe-2609fa0c3b52,129,,"[68.1, 71.7]",3754112,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Dušan Tadić,3831.0,Right Wing,10,Newcastle United,37,"['d1c9ff3b-af37-4587-a6d0-79e2d5b78938', 'dd9ac21d-12a1-4987-8397-f52dffa90538']",51,,,,,,,,,,,,,,,Southampton,25,00:03:51.552,Pressure,
,,,,,,,,,,,,,,,,0.822352,,,,,,,,,,,,5ca541c1-2bbe-4c18-a447-25eaee398d4e,140,,"[104.7, 53.9]",3754112,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Graziano Pellè,11062.0,Center Forward,11,Newcastle United,37,"['c1563ed7-03ee-4acf-b7ea-13fc64ce5f03', 'ea18aa20-b724-43c8-88ba-e4726b0d26b0']",11,,,,,,,,,,,,,,,Southampton,25,00:04:11.629,Pressure,
,,,,,,,,,,True,,,,,,1.119409,,,,,,,,,,,,1fc52f2f-bf03-41ac-9117-a228d8226dee,156,,"[91.4, 31.2]",3754112,4,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Papiss Demba Cissé,30289.0,Center Forward,13,Southampton,25,['24fda57b-d35d-4d00-9c98-119c3df79924'],53,,,,,,,,,,,,,,,Newcastle United,37,00:04:53.257,Pressure,
,,,,,,,,,,True,,,,,,0.528166,,,,,,,,,,,,37ff18a4-34a7-4276-b44e-d58d1e37a6ae,169,,"[51.5, 63.9]",3754112,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Victor Wanyama,3098.0,Left Center Midfield,14,Newcastle United,37,"['0c1cb0f7-3dbc-47f5-a232-415e69e811d3', 'dacd92b4-d3dd-473a-b936-86b2fcd70f73']",6,,,,,,,,,,,,,,,Southampton,25,00:05:06.263,Pressure,
,,,,,,,,,,,,,,,,0.428219,,,,,,,,,,,,fe49e6fe-8c15-4efc-ac7b-758adc4980aa,191,,"[35.9, 3.3]",3754112,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jay Rodriguez,3685.0,Left Wing,14,Newcastle United,37,['45646f09-1678-443e-b4c6-561100f92f47'],31,,,,,,,,,,,,,,,Southampton,25,00:05:31.593,Pressure,
,,,,,,,,,,,,,,,,0.582001,,,,,,,,,,,,f039e3e6-8a4a-449a-8504-ec35e771b691,203,,"[61.1, 62.9]",3754112,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Vurnon Anita,16072.0,Right Center Midfield,15,Southampton,25,"['abc821d3-47a5-46e5-a089-5f694d0d53a9', 'ac854b46-8a19-4158-b4ce-5cb17218f7b7']",40,,,,,,,,,,,,,,,Newcastle United,37,00:05:40.683,Pressure,
,,,,,,,,,,True,,,,,,0.822846,,,,,,,,,,,,7f9fce8b-56ad-48aa-a197-91b48e14f9c8,210,,"[103.2, 37.2]",3754112,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Graziano Pellè,11062.0,Center Forward,15,Southampton,25,"['25b9efdb-1b82-4e13-9d49-5021185d941f', 'e7af31f7-cb70-4c33-b569-800f7c1a63d5']",47,,,,,,,,,,,,,,,Southampton,25,00:05:47.610,Pressure,
,,,,,,,,,,,,,,,,4.062235,,,,,,,,,,,,548b0179-56bb-4d20-a2f1-b3c5fef8962a,214,,"[45.0, 12.9]",3754112,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Massadio Haïdara,4840.0,Left Back,15,Southampton,25,"['318e331d-b574-42ee-94d6-3fb0d455ed6f', '42b6b88f-da12-4ae2-be5f-b1adb3801a82', '6cfd7e41-0bf3-4d9f-a464-5099b269d3dd', '7347d7fb-76ba-46c1-b8c6-4f04a383e14f', 'ccf809cc-d7b7-4f2c-bce1-0e1db4739b93']",52,,,,,,,,,,,,,,,Newcastle United,37,00:05:52.344,Pressure,
,,,,,,,,,,,,,,,,0.267575,,,,,,,,,,,,e7764f2d-3f1f-4a6a-9e88-78fc0357b380,235,,"[50.1, 47.6]",3754112,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Chancel Mbemba Mangulu,3044.0,Right Center Back,15,Southampton,25,"['ee9d4172-dfc3-48a7-ac99-085c0a9a9b99', 'feaa2f63-b005-4855-a16b-e862c3ee9496']",5,,,,,,,,,,,,,,,Newcastle United,37,00:06:05.660,Pressure,
,,,,,,,,,,True,,,,,,1.907958,,,,,,,,,,,,f2d601d7-1f0c-43ac-91a7-af4cc21f972f,240,,"[68.6, 27.7]",3754112,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jay Rodriguez,3685.0,Left Wing,16,Newcastle United,37,"['2235b2cc-3e32-4445-b444-2895d6963675', '51d72eaf-9a99-45dd-85c7-e7add8ba46e6', 'f1243e0c-dce2-470c-b428-beef4ff2d51e']",7,,,,,,,,,,,,,,,Southampton,25,00:06:07.747,Pressure,
,,,,,,,,,,,,,,,,1.150804,,,,,,,,,,,,af6b27db-0c77-45fa-b4dc-ddc6a564f39d,246,,"[20.9, 25.5]",3754112,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Maya Yoshida,3300.0,Left Center Back,16,Newcastle United,37,['feb32376-58be-4aa9-ba3e-ea9fc422555d'],14,,,,,,,,,,,,,,,Southampton,25,00:06:14.344,Pressure,
,,,,,,,,,,True,,,,,,0.189979,,,,,,,,,,,,02738ed6-596e-4b4d-80fb-605398f87d62,260,,"[66.7, 42.4]",3754112,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Steven Davis,3828.0,Right Center Midfield,18,Southampton,25,"['2a99fcb6-f427-4ee4-88e3-340d1f72f2b3', 'fb699619-2b46-491f-be7f-54df5797886a']",56,,,,,,,,,,,,,,,Southampton,25,00:06:56.882,Pressure,
,,,,,,,,,,,,,,,,0.742744,,,,,,,,,,,,10df836c-fbfe-4208-ab2d-30db6edb9a62,280,,"[38.4, 69.6]",3754112,7,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Moussa Sissoko,3091.0,Right Wing,18,Southampton,25,"['43db55ac-d2fc-44c7-b021-3f822f73e7b0', 'd011ddc4-9f88-414b-aa7b-b8627c33cf39']",19,,,,,,,,,,,,,,,Newcastle United,37,00:07:19.130,Pressure,
,,,,,,,,,,True,,,,,,0.075257,,,,,,,,,,,,81bf228c-90de-4202-971f-105ca5bab73b,291,,"[82.6, 16.6]",3754112,7,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Steven Davis,3828.0,Right Center Midfield,19,Newcastle United,37,,26,,,,,,,,,,,,,,,Southampton,25,00:07:26.158,Pressure,
,,,,,,,,,,,,,,,,0.636374,,,,,,,,,,,,8f741ebb-4bdc-403d-91b3-71a7aa9085b3,299,,"[78.7, 3.1]",3754112,7,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Matt Targett,3651.0,Left Back,19,Newcastle United,37,"['1ff5cd90-6d0d-41f0-83b5-e711bf57fbff', '2f560cbf-d112-4254-b59c-3ee2996d713b', '9291381b-d5c5-4f03-b860-07df1c273989']",30,,,,,,,,,,,,,,,Southampton,25,00:07:30.361,Pressure,
,,,,,,,,,,,,,,,,0.501239,,,,,,,,,,,,cbc853c9-e498-46d0-8601-7df2310f3bd3,304,,"[55.8, 76.2]",3754112,7,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Moussa Sissoko,3091.0,Right Wing,19,Newcastle United,37,['a6c960e8-eefb-4d81-b064-eed5b4648c90'],33,,,,,,,,,,,,,,,Newcastle United,37,00:07:33.088,Pressure,
,,,,,,,,,,,,,,,,0.394079,,,,,,,,,,,,bf15fc33-14e6-404c-a1fa-9e5a56e89617,316,,"[62.6, 60.3]",3754112,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Victor Wanyama,3098.0,Left Center Midfield,20,Newcastle United,37,['64e336e6-febb-4196-a172-d7d17714042d'],58,,,,,,,,,,,,,,,Southampton,25,00:07:58.242,Pressure,
,,,,,,,,,,,,,,,,0.920093,,,,,,,,,,,,df2970ff-5d68-46fa-8a25-8690416ef92c,320,,"[63.4, 73.5]",3754112,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Dušan Tadić,3831.0,Right Wing,20,Newcastle United,37,"['570ae1ca-8552-46a5-892b-dec6d921a044', 'd1b49f19-cc0b-467a-b6a9-ee158c5d4e6d']",59,,,,,,,,,,,,,,,Southampton,25,00:07:59.544,Pressure,
,,,,,,,,,,,,,,,,0.662303,,,,,,,,,,,,192a78d6-db64-4f07-98bd-fc9871d9a900,348,,"[97.0, 5.8]",3754112,8,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jay Rodriguez,3685.0,Left Wing,23,Newcastle United,37,"['6bbeab5f-8d9d-49f6-913d-2db00bbf8b79', 'f7b77e37-578b-4aa7-91a0-63d3c3de87d7']",49,,,,,,,,,,,,,,,Southampton,25,00:08:49.449,Pressure,
,,,,,,,,,,,,,,,,1.744312,,,,,,,,,,,,1b224f00-1e9c-49e6-83dc-d8eb5668fe9b,362,,"[48.7, 22.0]",3754112,9,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Massadio Haïdara,4840.0,Left Back,25,Southampton,25,,37,,,,,,,,,,,,,,,Newcastle United,37,00:09:37.349,Pressure,
,,,,,,,,,,True,,,,,,0.389027,,,,,,,,,,,,286c57dd-b7a2-43fa-9dd6-f76b6454ea8d,370,,"[75.4, 59.9]",3754112,9,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Victor Wanyama,3098.0,Left Center Midfield,26,Newcastle United,37,"['28629221-dae7-4adc-9398-61efdca5cc6d', '291c57c0-bcbc-48c2-a363-62056d62bd92']",44,,,,,,,,,,,,,,,Southampton,25,00:09:44.111,Pressure,
,,,,,,,,,,,,,,,,0.511946,,,,,,,,,,,,b5e9adcc-dd29-44d4-a383-29c31b672f49,389,,"[64.7, 69.5]",3754112,10,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Dušan Tadić,3831.0,Right Wing,27,Newcastle United,37,['89e77c6c-648a-4888-8644-1cb60f09d576'],26,,,,,,,,,,,,,,,Southampton,25,00:10:26.223,Pressure,
,,,,,,,,,,,,,,,,0.735808,,,,,,,,,,,,68e8e064-905a-4e13-85d1-b6e8a289a8e1,418,,"[53.4, 36.0]",3754112,11,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gabriel Antoine Obertan,42899.0,Left Wing,29,Southampton,25,"['2b0e9934-5a1d-4b75-ad48-29d86343f418', '68356682-a86b-46cb-89c8-813649b0917c']",0,,,,,,,,,,,,,,,Newcastle United,37,00:11:00.077,Pressure,
