50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.830506,,,,,,,,,,,,4e108e53-1f1c-473c-9b56-ded3145821e9,3051,,"[51.2, 77.3]",3754112,87,,,,-1.8831428,,Right Foot,,,"[48.1, 67.7]",,Ground Pass,,10.088112,,,,,Steven Davis,,,,,,2,Regular Play,Rhu-endly Martina,3590.0,Right Back,182,Southampton,25,['ba8ff210-643b-4998-96a3-46e7436ced17'],8,,,,,,,,,,,,,,,Southampton,25,00:42:08.414,Pass,
,,,,,,,,,,,,,,,,0.977431,,,,,,,,,,,,fdce61a9-bab0-4095-ae18-e6f23e112a58,3053,,"[48.7, 66.8]",3754112,87,,,,0.111727886,,Right Foot,,,"[69.2, 69.1]",,High Pass,,20.62862,,,Incomplete,,Sadio Mané,,,,,,2,Regular Play,Steven Davis,3828.0,Right Center Midfield,182,Southampton,25,"['185f9f20-5502-4a1a-ad78-1f7067d53726', 'bf98a6ee-0550-47c4-a349-3a40bac0239a']",9,,,,,,,,,,,,,,,Southampton,25,00:42:09.245,Pass,
,,,,,,,,,,,,,,,,1.461925,,,,,,,,,,,,bf98a6ee-0550-47c4-a349-3a40bac0239a,3055,,"[50.9, 11.0]",3754112,87,,,,-1.0746691,,Head,,,"[56.8, 0.1]",,High Pass,,12.394354,,,Out,,Gabriel Antoine Obertan,,,,,Recovery,2,Regular Play,Jack Colback,9649.0,Left Center Midfield,182,Southampton,25,"['8d1acf51-6965-4c9c-8fb7-a69ff572c664', 'fdce61a9-bab0-4095-ae18-e6f23e112a58']",10,,,,,,,,,,,,,,,Newcastle United,37,00:42:10.222,Pass,
,,,,,,,,,,,,,,,,0.843703,,,,,,,,,,,,7ebbac66-fa7f-49a8-99de-de9dc1f64ed1,3057,,"[68.6, 80.0]",3754112,87,,,,-1.5182133,,,,,"[68.9, 74.3]",,Low Pass,,5.707889,,,,,Sadio Mané,,,,,Throw-in,2,From Throw In,Rhu-endly Martina,3590.0,Right Back,183,Southampton,25,['e0766df8-7b32-4518-910e-20aa793af61e'],27,,,,,,,,,,,,,,,Southampton,25,00:42:27.696,Pass,
,,,,,,,,,,,,,,,,1.001385,,,,,,,,,,,,70dced15-f948-4b23-88e6-5cba0735de87,3060,,"[68.9, 74.3]",3754112,87,,,,2.437979,,Right Foot,,,"[65.6, 77.1]",,Ground Pass,,4.327817,,,,,Rhu-endly Martina,,,,,,2,From Throw In,Sadio Mané,3629.0,Center Attacking Midfield,183,Southampton,25,['50cf39d6-328b-42be-a4b2-1d4c5e1ef1ed'],29,,,,,,,,,,,,,,,Southampton,25,00:42:29.319,Pass,
,,,,,,,,,,,,,,,,2.115461,,,,,,,,,,,,a18cdcfb-194b-4209-98fc-02714e087914,3063,,"[65.1, 77.1]",3754112,87,,,,-3.1383352,,Right Foot,,,"[34.4, 77.0]",,Ground Pass,,30.700163,,,,,José Miguel da Rocha Fonte,,,,,,2,From Throw In,Rhu-endly Martina,3590.0,Right Back,183,Southampton,25,['3cce3a03-307a-42ad-9813-81998f7d5b82'],30,,,,,,,,,,,,,,,Southampton,25,00:42:30.729,Pass,
,,,,,,,,,,,,,,,,2.518642,,,,,,,,,,,,c50e3500-6f5b-4194-9f1b-e763a958ad4d,3066,,"[34.4, 77.0]",3754112,87,,,,-2.2999432,,Right Foot,,,"[10.1, 49.8]",,Ground Pass,,36.47369,,,,,Maarten Stekelenburg,,,,,,2,From Throw In,José Miguel da Rocha Fonte,3960.0,Right Center Back,183,Southampton,25,['832cd48b-8f28-4e67-8bca-7edb81f1faf9'],33,,,,,,,,,,,,,,,Southampton,25,00:42:33.187,Pass,
,,,,,,,,,,,,,,,,3.152488,,,,,,,,,,,,64d63ff4-6542-4c0c-9f74-20bc058e7d60,3070,,"[11.7, 48.8]",3754112,87,,,,0.004815372,,Right Foot,,,"[74.0, 49.1]",,High Pass,,62.300724,,,,,Graziano Pellè,,,,,,2,From Throw In,Maarten Stekelenburg,20201.0,Goalkeeper,183,Southampton,25,['7e105334-a5b4-4e09-8405-04d682e0e935'],37,,,,,,,,,,,,,,,Southampton,25,00:42:37.429,Pass,
,,,,,,,,,,,,,,,,1.245143,,,,,,,,,,,,b113454d-9220-4c8a-a580-d36bfa2448f3,3072,,"[74.0, 49.1]",3754112,87,,,,0.34555557,,Head,,,"[81.5, 51.8]",,Low Pass,,7.971198,,,,,Sadio Mané,,,,,,2,From Throw In,Graziano Pellè,11062.0,Center Forward,183,Southampton,25,['21495e1d-e938-4b39-b256-2ed08069bb51'],40,,,,,,,,,,,,,,,Southampton,25,00:42:40.581,Pass,
,,,,,,,,,,,,,,,,1.091695,,,,,,,,,,,,c3aa13c1-cd09-4ba1-822d-2969899a1fd7,3074,,"[81.5, 51.8]",3754112,87,,,,0.21243203,,Right Foot,,,"[91.7, 54.0]",,High Pass,,10.434558,,,,,Shane Long,,,,,,2,From Throw In,Sadio Mané,3629.0,Center Attacking Midfield,183,Southampton,25,['49219e8c-c2bb-4062-b577-74f8cfed3883'],41,,,,,,,,,,,,,,,Southampton,25,00:42:41.826,Pass,
,,,,,,,,,,,,,,,,3.761949,,,,,,,,,,,,b26a2948-ee96-43b3-8aa2-110584d109e2,3077,,"[91.7, 54.0]",3754112,87,,,,0.74234086,,Right Foot,,,"[114.7, 75.1]",,High Pass,,31.212337,,,,,Dušan Tadić,,,,,,2,From Throw In,Shane Long,3842.0,Left Wing,183,Southampton,25,['160745e3-30df-4b1f-a6cd-c7440c6bc2f5'],43,,,,,,,,,,,,,,,Southampton,25,00:42:43.089,Pass,
,,,,,,,,,,,,,,,,1.827141,,,,,,,,,,,,699ad1e0-5f03-467a-8117-e806f74a5699,3080,,"[114.8, 71.8]",3754112,87,,,,-1.5300665,,Right Foot,True,,"[116.1, 39.9]",,High Pass,,31.926477,,,Incomplete,,Graziano Pellè,,,,,,2,From Throw In,Dušan Tadić,3831.0,Right Wing,183,Southampton,25,"['56a6fadc-400e-4979-987e-40d330acea08', 'ef2339e9-0a59-4bbc-9e37-753fd56a98a4']",51,,,,,,,,,,,,,,,Southampton,25,00:42:51.495,Pass,
,,,,,,,,,,,,,,,,1.812887,,,,,,,,,,,,6e605cca-49c0-40f9-aafb-54265efe42f4,3084,,"[120.0, 0.1]",3754112,88,,,,1.6687189,,Right Foot,,,"[116.1, 39.8]",,High Pass,True,39.8911,,,Incomplete,,,,,Inswinging,,Corner,2,From Corner,Steven Davis,3828.0,Right Center Midfield,184,Southampton,25,['708bdb2f-0fb8-49bf-a384-98ce98b10b95'],24,,,,,,,,,,,,,,,Southampton,25,00:43:24.204,Pass,
,,,,,,,,,,,,,,,,1.480158,,,,,,,,,,,,17e4d38c-a3b4-41f7-bb2f-93bf81fbffb2,3086,,"[80.3, 47.4]",3754112,88,,,,-2.557957,,Head,,,"[69.7, 40.4]",,Low Pass,,12.702756,,,,,Rhu-endly Martina,,,,,Recovery,2,From Corner,Dušan Tadić,3831.0,Right Wing,184,Southampton,25,['08374d6b-fe1f-4c97-893f-e132c18d836f'],29,,,,,,,,,,,,,,,Southampton,25,00:43:29.358,Pass,
,,,,,,,,,,,,,,,,3.504684,,,,,,,,,,,,42912681-e489-4c0f-bace-57d49fcf768e,3089,,"[69.2, 40.6]",3754112,88,,,,3.0211735,,Right Foot,,,"[25.4, 45.9]",,Ground Pass,,44.119495,,,,,Maarten Stekelenburg,,,,,,2,From Corner,Rhu-endly Martina,3590.0,Right Back,184,Southampton,25,['ed3660b4-67e1-44df-8d0f-8c3894ee764a'],31,,,,,,,,,,,,,,,Southampton,25,00:43:31.166,Pass,
,,,,,,,,,,,,,,,,4.941947,,,,,,,,,,,,59ae9476-9f67-4faf-bd13-21ddf35cbfc9,3092,,"[27.0, 45.6]",3754112,88,,,,-0.36818722,,Right Foot,,,"[93.1, 20.1]",,High Pass,,70.848145,,,,,Shane Long,,,,,,2,From Corner,Maarten Stekelenburg,20201.0,Goalkeeper,184,Southampton,25,['fa22c552-185a-4210-a7af-a8ed274babc7'],41,,,,,,,,,,,,,,,Southampton,25,00:43:41.316,Pass,
,,,,,,,,,,,,,,,,0.731695,,,,,,,,,,,,5c2e8049-02f2-4b87-856e-a8ca417b3eaf,3094,,"[93.3, 20.1]",3754112,88,,,,-2.077895,,Other,,,"[90.8, 15.6]",,Low Pass,,5.147815,,,,,Graziano Pellè,,,,,,2,From Corner,Shane Long,3842.0,Left Wing,184,Southampton,25,['e8577018-22f7-4746-80f7-506b247eb064'],46,,,,,,,,,,,,,,,Southampton,25,00:43:46.258,Pass,
,,,,,,,,,,,,,,,,2.548405,,,,,,,,,,,,b1105175-4e5b-423a-851e-a8265893b2b7,3097,,"[90.8, 15.6]",3754112,88,,,,0.100467056,,Right Foot,,,"[115.6, 18.1]",,High Pass,,24.92569,,,,,Shane Long,,,,,,2,From Corner,Graziano Pellè,11062.0,Center Forward,184,Southampton,25,['e91de7cc-c10d-4910-abdc-8bbfa190d087'],48,,,,,,,,,,,,,,,Southampton,25,00:43:48.051,Pass,
,,,,,,,,,,,,,,,,2.14958,,,,,,,,,,,,103b7f60-6a66-41ff-88e1-fa62feb70678,3100,,"[112.6, 10.4]",3754112,88,,,,-3.0692554,,Right Foot,,,"[78.1, 7.9]",,Low Pass,,34.59046,,,,,Steven Davis,,,,,,2,From Corner,Shane Long,3842.0,Left Wing,184,Southampton,25,['c3665fba-ac8a-46f1-95f5-0fb9bc9008dd'],52,,,,,,,,,,,,,,,Southampton,25,00:43:52.592,Pass,
,,,,,,,,,,,,,,,,1.308441,,,,,,,,,,,,2225273a-f777-4bea-aec6-48ad88943cb5,3103,,"[73.7, 7.9]",3754112,88,,,,3.0102773,,Left Foot,,,"[63.1, 9.3]",,Ground Pass,,10.692053,,,,,Matt Targett,,,,,,2,From Corner,Steven Davis,3828.0,Right Center Midfield,184,Southampton,25,['2c022766-5aec-4859-b869-57610540aec5'],57,,,,,,,,,,,,,,,Southampton,25,00:43:57.203,Pass,
,,,,,,,,,,,,,,,,1.348249,,,,,,,,,,,,7c1c2e68-ea39-4f70-be64-d46d9e9ec4f5,3106,,"[63.1, 9.3]",3754112,88,,,,1.1195962,,Left Foot,,,"[67.8, 19.0]",,Ground Pass,,10.778683,,,,,Steven Davis,,,,,,2,From Corner,Matt Targett,3651.0,Left Back,184,Southampton,25,['fea199f9-f5ff-4d2d-9316-a6df08662611'],59,,,,,,,,,,,,,,,Southampton,25,00:43:59.364,Pass,
,,,,,,,,,,,,,,,,1.686384,,,,,,,,,,,,b94ff49f-f4fc-4c00-b53b-299fbde1610c,3108,,"[67.8, 19.0]",3754112,89,,,,2.806856,,Right Foot,,,"[49.4, 25.4]",,Ground Pass,,19.481274,,,,,Maya Yoshida,,,,,,2,From Corner,Steven Davis,3828.0,Right Center Midfield,184,Southampton,25,['309fcc8f-6583-46a3-90b9-3c3a3b0124c3'],0,,,,,,,,,,,,,,,Southampton,25,00:44:00.712,Pass,
,,,,,,,,,,,,,,,,1.617195,,,,,,,,,,,,4f2deeb8-1012-446c-b6ce-e0a5b40f336d,3111,,"[49.4, 25.4]",3754112,89,,,,1.5066642,,Right Foot,,,"[51.5, 58.1]",,Ground Pass,,32.76736,,,,,José Miguel da Rocha Fonte,,,,,,2,From Corner,Maya Yoshida,3300.0,Left Center Back,184,Southampton,25,['eee43eae-d275-407c-bef0-e734893e5fa9'],2,,,,,,,,,,,,,,,Southampton,25,00:44:02.827,Pass,
,,,,,,,,,,,,,,,,1.664724,,,,,,,,,,,,ee461154-91e4-49fb-8cef-1de2839c0245,3114,,"[51.5, 58.1]",3754112,89,,,,0.012538528,,Right Foot,,,"[83.4, 58.5]",,Ground Pass,,31.902508,,,Incomplete,,Dušan Tadić,,,,,,2,From Corner,José Miguel da Rocha Fonte,3960.0,Right Center Back,184,Southampton,25,"['23ac68e8-5426-4f1a-ae94-af5f33d9e5af', '2eed73c6-f376-45dd-bc87-68995645648f']",6,,,,,,,,,,,,,,,Southampton,25,00:44:06.256,Pass,
,,,,,,,,,,,,,,,,0.67913,,,,,,,,,,,,23ac68e8-5426-4f1a-ae94-af5f33d9e5af,3116,,"[36.7, 21.6]",3754112,89,,,,-0.1558682,,Left Foot,,,"[43.7, 20.5]",,Ground Pass,,7.0859013,,,,,Cheik Ismaël Tioté,,,,,Recovery,2,Regular Play,Massadio Haïdara,4840.0,Left Back,185,Newcastle United,37,"['e9e8b993-c4ec-4ff5-a2e0-baea5e4b13de', 'ee461154-91e4-49fb-8cef-1de2839c0245']",7,,,,,,,,,,,,,,,Newcastle United,37,00:44:07.921,Pass,
,,,,,,,,,,,,,,,,0.741921,,,,,,,,,,,,244b694c-1d08-4fb6-b7c8-2568931209ab,3119,,"[38.6, 18.3]",3754112,89,,,,-1.5707964,,Right Foot,,,"[38.6, 7.8]",,Ground Pass,,10.5,,,,,Gabriel Antoine Obertan,,,,,,2,Regular Play,Cheik Ismaël Tioté,42900.0,Right Center Midfield,185,Newcastle United,37,['6b453fb0-9a6a-4bf2-a9f7-24e5e5ec8b88'],9,,,,,,,,,,,,,,,Newcastle United,37,00:44:09.967,Pass,
,,,,,,,,,,,,,,,,2.668127,,,,,,,,,,,,5cce7920-31e5-42c1-a0c1-d96036bc0105,3122,,"[37.2, 9.1]",3754112,89,,,,2.4421887,,Right Foot,,,"[12.0, 30.3]",,Ground Pass,,32.931442,,,,,Timothy Michael Krul,,,,,,2,Regular Play,Gabriel Antoine Obertan,42899.0,Left Wing,185,Newcastle United,37,['4c760b7d-a356-41b4-a0c3-c70848b804de'],11,,,,,,,,,,,,,,,Newcastle United,37,00:44:11.977,Pass,
,,,,,,,,,,,,,,,,3.462453,,,,,,,,,,,,742456a7-ee7e-4ee8-8646-486b37145dc9,3125,,"[12.0, 30.3]",3754112,89,,,,-0.10335808,,Left Foot,,,"[73.7, 23.9]",,High Pass,,62.03104,,,Incomplete,,Aleksandar Mitrović,,,,,,2,Regular Play,Timothy Michael Krul,9467.0,Goalkeeper,185,Newcastle United,37,"['b39b2b78-a93d-48f2-9765-fa8d0d0337b2', 'cbd58bfa-10f6-4706-8dac-30e8e11a0c09']",16,,,,,,,,,,,,,,,Newcastle United,37,00:44:16.084,Pass,
,,,,,,,,,,,,,,,,0.984349,,,,,,,,,,,,bcbaa6a6-3ccb-4ebd-ba2d-bf8d6c7f4685,3131,,"[56.5, 26.4]",3754112,89,,,,-0.40044078,,Right Foot,,,"[72.8, 19.5]",,Ground Pass,,17.700283,,,,,Aleksandar Mitrović,,,,,,2,Regular Play,Cheik Ismaël Tioté,42900.0,Right Center Midfield,185,Newcastle United,37,['755a7930-596b-48bd-bb84-d66b63aa79cc'],23,,,,,,,,,,,,,,,Newcastle United,37,00:44:23.524,Pass,
,,,,,,,,,,,,,,,,1.12476,,,,,,,,,,,,fb491606-3600-4103-8ea9-0bcdfd0f5c6e,3143,,"[56.4, 47.7]",3754112,89,,,,0.81871915,,Right Foot,,,"[65.1, 57.0]",,Ground Pass,,12.734991,,,,,Graziano Pellè,,,,,,2,Regular Play,Sadio Mané,3629.0,Center Attacking Midfield,186,Southampton,25,['3450bfe9-3b41-4c07-bf1a-6a97e5991252'],33,,,,,,,,,,,,,,,Southampton,25,00:44:33.131,Pass,
,,,,,,,,,,,,,,,,0.743589,,,,,,,,,,,,1e732f81-9c5e-43cf-84b1-47135b76e4ea,3146,,"[63.9, 61.8]",3754112,89,,,,1.642744,,Right Foot,,,"[63.1, 72.9]",,Ground Pass,,11.128792,,,,,Dušan Tadić,,,,,,2,Regular Play,Graziano Pellè,11062.0,Center Forward,186,Southampton,25,['824ed52c-acc6-4274-945b-d14cbbf7fcf9'],35,,,,,,,,,,,,,,,Southampton,25,00:44:35.354,Pass,
,,,,,,,,,,,,,,,,1.685238,,,,,,,,,,,,d6282cad-f353-40b6-b2f8-eafac1257d94,3148,,"[63.1, 72.9]",3754112,89,,,,-0.6001865,,Left Foot,,,"[89.4, 54.9]",,High Pass,,31.869892,,,Incomplete,,Sadio Mané,,,Through Ball,True,,2,Regular Play,Dušan Tadić,3831.0,Right Wing,186,Southampton,25,"['9207e0ce-eb80-4e57-aac0-c3f40b6493c5', 'd6cdd9f0-a592-4bd1-a709-588de3c40a69']",36,,,,,,,,,,,,,,,Southampton,25,00:44:36.097,Pass,
,,,,,,,,,,,,,,,,2.12,,,,,,,,,,,,9207e0ce-eb80-4e57-aac0-c3f40b6493c5,3150,,"[30.7, 25.2]",3754112,89,,,,-1.626738,,Head,,,"[30.0, 12.7]",,Low Pass,,12.519585,,,,,Massadio Haïdara,,,,,Recovery,2,Regular Play,Jack Colback,9649.0,Left Center Midfield,187,Newcastle United,37,"['a118dd4d-608e-4dd8-9e9e-6aa715bc8104', 'd6282cad-f353-40b6-b2f8-eafac1257d94']",37,,,,,,,,,,,,,,,Newcastle United,37,00:44:37.782,Pass,
,,,,,,,,,,,,,,,,1.500348,,,,,,,,,,,,d60ba31e-c470-4c21-9acf-df187eaa5ab1,3152,,"[30.0, 12.7]",3754112,89,True,,,0.97120005,,Left Foot,,,"[35.4, 20.6]",,Ground Pass,,9.5692215,,,,,Cheik Ismaël Tioté,,,,,,2,Regular Play,Massadio Haïdara,4840.0,Left Back,187,Newcastle United,37,['ab8e8a20-65bc-4e45-902c-a64f3b429f63'],40,,,,,,,,,,,,,,,Newcastle United,37,00:44:40.558,Pass,
,,,,,,,,,,,,,,,,0.84,,,,,,,,,,,,5f8066ec-612d-42ba-a30f-81c931553314,3154,,"[35.4, 20.6]",3754112,89,True,,,0.9673111,,Left Foot,,,"[47.6, 38.3]",,Ground Pass,,21.49721,,,,,Moussa Sissoko,,,,,,2,Regular Play,Cheik Ismaël Tioté,42900.0,Right Center Midfield,187,Newcastle United,37,['3760158e-8b1d-435d-8ce1-862a48bba130'],43,,,,,,,,,,,,,,,Newcastle United,37,00:44:43.261,Pass,
,,,,,,,,,,,,,,,,1.951116,,,,,,,,,,,,69e70986-b937-4945-872b-f9293a4cedc4,3156,,"[61.7, 50.8]",3754112,89,,,,0.89475244,,Right Foot,,,"[76.7, 69.5]",,Ground Pass,,23.972692,,,,,Daryl Janmaat,,,,,,2,Regular Play,Moussa Sissoko,3091.0,Right Wing,187,Newcastle United,37,['74e24736-a99a-4f97-aeb2-d9b619968a09'],48,,,,,,,,,,,,,,,Newcastle United,37,00:44:48.659,Pass,
,,,,,,,,,,,,,,,,1.910237,,,,,,,,,,,,039da3d8-dbc5-42f0-9de4-602cf132323d,3159,,"[74.8, 71.0]",3754112,89,,,,-2.8664033,,Right Foot,,,"[49.3, 63.8]",,Low Pass,,26.49698,,,,,Chancel Mbemba Mangulu,,,,,,2,Regular Play,Daryl Janmaat,3650.0,Right Back,187,Newcastle United,37,['82659a36-7f67-4c3f-b7ef-269dd7be0de6'],53,,,,,,,,,,,,,,,Newcastle United,37,00:44:53.789,Pass,
,,,,,,,,,,,,,,,,1.970113,,,,,,,,,,,,3378c861-b22b-4984-a194-7089f8580ae3,3162,,"[72.5, 66.9]",3754112,90,,,,0.43113875,,Right Foot,,,"[92.5, 76.1]",,Ground Pass,,22.01454,,,,,Daryl Janmaat,,,,,,2,Regular Play,Chancel Mbemba Mangulu,3044.0,Right Center Back,187,Newcastle United,37,['80ec19b1-4baa-4ccb-b6c6-2b132ef3a1b6'],0,,,,,,,,,,,,,,,Newcastle United,37,00:45:00.858,Pass,
,,,,,,,,,,,,,,,,0.328917,,,,,,,,,,,,35c00702-b4f4-4a0e-8cc8-f0f327b422e4,3166,,"[90.9, 64.9]",3754112,90,,,,-1.152572,,Left Foot,,,"[92.5, 61.3]",,Ground Pass,,3.939543,,,Incomplete,,,,,,,,2,Regular Play,Daryl Janmaat,3650.0,Right Back,187,Newcastle United,37,['6147b7bc-ed84-4894-8ad0-86a47cb55db9'],6,,,,,,,,,,,,,,,Newcastle United,37,00:45:06.318,Pass,
,,,,,,,,,,,,,,,,0.873307,,,,,,,,,,,,6f5140b3-3145-4efa-876e-8644ca04b336,3171,,"[21.5, 30.1]",3754112,90,,,,2.0435622,,Right Foot,,,"[14.8, 43.2]",,Ground Pass,,14.713939,,,,,José Miguel da Rocha Fonte,,,,,,2,Regular Play,Shane Long,3842.0,Left Wing,188,Southampton,25,"['4461d9f1-68d0-4bf7-9393-e643634c42c8', '81c7c63e-415f-4b06-bd41-498a66f83ce8']",9,,,,,,,,,,,,,,,Southampton,25,00:45:09.231,Pass,True
,,,,,,,,,,,,,,,,3.297085,,,,,,,,,,,,f801fd33-eb9c-4076-a3ce-ec1e61a8cf3f,3174,,"[14.8, 43.2]",3754112,90,,,,-0.76058054,,Left Foot,,,"[43.7, 15.7]",,High Pass,,39.89311,,,,,Graziano Pellè,,,,,,2,Regular Play,José Miguel da Rocha Fonte,3960.0,Right Center Back,188,Southampton,25,['206c419b-2f99-4887-bb39-afdcfd10f25b'],10,,,,,,,,,,,,,,,Southampton,25,00:45:10.185,Pass,
,,,,,,,,,,,,,,,,1.621641,,,,,,,,,,,,831807af-2353-41ab-874c-41189b74bf4b,3177,,"[44.0, 14.5]",3754112,90,,,,1.6851599,,Other,,,"[42.3, 29.3]",,Low Pass,,14.897315,,,,,Steven Davis,,,,,,2,Regular Play,Graziano Pellè,11062.0,Center Forward,188,Southampton,25,['2273e013-15df-4e18-872a-2fe9fc959009'],13,,,,,,,,,,,,,,,Southampton,25,00:45:13.698,Pass,
,,,,,,,,,,,,,,,,2.908565,,,,,,,,,,,,6fe06555-8fcc-411b-a84b-ee7cdb5e0c5b,3180,,"[43.4, 29.3]",3754112,90,,,,0.9657583,,Right Foot,,,"[64.7, 60.1]",,High Pass,,37.447697,,,,,Dušan Tadić,,,,,,2,Regular Play,Steven Davis,3828.0,Right Center Midfield,188,Southampton,25,['365fccc4-d866-41b2-b5bf-1075607a1437'],16,,,,,,,,,,,,,,,Southampton,25,00:45:16.171,Pass,
,,,,,,,,,,,,,,,,1.275304,,,,,,,,,,,,1c22c3fa-2e90-4799-96b9-8bb16bf43b55,3188,,"[54.8, 24.9]",3754112,90,,,,1.5707964,,Left Foot,,,"[54.8, 26.6]",,Ground Pass,,1.7,,,,,Jack Colback,,,,,,2,Regular Play,Massadio Haïdara,4840.0,Left Back,189,Newcastle United,37,"['072df1f4-9e8c-47ec-bb00-b10baa8fcc55', 'ce8b87d0-8922-4bef-a930-e0257d6bb19c']",20,,,,,,,,,,,,,,,Newcastle United,37,00:45:20.715,Pass,True
,,,,,,,,,,,,,,,,1.510149,,,,,,,,,,,,4e030ddd-9aa7-400e-a4e1-da3917a399f8,3191,,"[51.1, 23.5]",3754112,90,,,,-0.78002185,,Left Foot,,,"[69.8, 5.0]",,Low Pass,,26.304752,,,,,Gabriel Antoine Obertan,,,,,,2,Regular Play,Jack Colback,9649.0,Left Center Midfield,189,Newcastle United,37,['75cf6bd8-4139-4885-b414-9a5ed2f0f7e3'],25,,,,,,,,,,,,,,,Newcastle United,37,00:45:25.989,Pass,
,,,,,,,,,,,,,,,,1.332218,,,,,,,,,,,,168c078e-d6a3-43f4-8209-e9d1a1ab8de0,3194,,"[70.0, 4.9]",3754112,90,,,,-3.0717762,,Right Foot,,,"[55.7, 3.9]",,Low Pass,,14.334923,,,,,Massadio Haïdara,,,,,,2,Regular Play,Gabriel Antoine Obertan,42899.0,Left Wing,189,Newcastle United,37,['1deacd44-711b-439a-9814-91b82aa819f7'],27,,,,,,,,,,,,,,,Newcastle United,37,00:45:27.609,Pass,
,,,,,,,,,,,,,,,,0.635844,,,,,,,,,,,,3a2537af-3e05-49ac-ad8c-6809cac58b0f,3197,,"[52.0, 4.4]",3754112,90,,,,1.9028558,,Left Foot,,,"[50.0, 10.2]",,Ground Pass,,6.1351447,,,,,Jack Colback,,,,,,2,Regular Play,Massadio Haïdara,4840.0,Left Back,189,Newcastle United,37,['7c5afdff-5c4b-4ea6-8d00-2140b092ec1c'],30,,,,,,,,,,,,,,,Newcastle United,37,00:45:30.114,Pass,
,,,,,,,,,,,,,,,,2.75267,,,,,,,,,,,,a48a29dc-844a-4df8-992e-533f36b3d520,3200,,"[55.9, 13.5]",3754112,90,,,,0.5673159,,Left Foot,,,"[100.0, 41.6]",,High Pass,,52.291683,,,Incomplete,,Aleksandar Mitrović,,,,,,2,Regular Play,Jack Colback,9649.0,Left Center Midfield,189,Newcastle United,37,"['7a5ef043-f07b-4507-82be-187d711b76bc', 'ccf892f9-717a-40bc-81f2-1400e78721bf']",32,,,,,,,,,,,,,,,Newcastle United,37,00:45:32.836,Pass,
,,,,,,,,,,,,,,,,1.546729,,,,,,,,,,,,38a60467-4fd7-4311-a71c-0404add18988,3206,,"[39.8, 20.7]",3754112,90,,,,1.6497281,,Left Foot,,,"[38.4, 38.4]",,Ground Pass,,17.755281,,,,,Victor Wanyama,,,,,,2,Regular Play,Steven Davis,3828.0,Right Center Midfield,190,Southampton,25,['3b99c9ea-b3ed-43f2-9886-16ec8132353c'],40,,,,,,,,,,,,,,,Southampton,25,00:45:40.500,Pass,
,,,,,,,,,,,,,,,,1.623727,,,,,,,,,,,,ed7a5bd5-25f6-4158-b986-4f8d9aeb9481,3208,,"[38.4, 38.4]",3754112,90,,,,-1.7565725,,Right Foot,,,"[33.1, 10.2]",,Ground Pass,,28.693727,,,,,Matt Targett,,,,,,2,Regular Play,Victor Wanyama,3098.0,Left Center Midfield,190,Southampton,25,['826003be-4b71-440f-82d5-70b0368af0ff'],42,,,,,,,,,,,,,,,Southampton,25,00:45:42.047,Pass,
,,,,,,,,,,,,,,,,1.055199,,,,,,,,,,,,6121d860-d511-4e37-bc0c-100bcd196c5f,3211,,"[33.1, 10.2]",3754112,90,,,,1.0500679,,Left Foot,,,"[37.0, 17.0]",,Ground Pass,,7.839005,,,,,Steven Davis,,,,,,2,Regular Play,Matt Targett,3651.0,Left Back,190,Southampton,25,['b86cd0b0-c725-4bb0-8c1d-020990187054'],44,,,,,,,,,,,,,,,Southampton,25,00:45:44.632,Pass,
,,,,,,,,,,,,,,,,1.489961,,,,,,,,,,,,9887296b-d29a-4227-9c6a-7d4716f3bad3,3213,,"[37.0, 17.0]",3754112,90,,,,-1.4000611,,Left Foot,,,"[39.0, 5.4]",,Ground Pass,,11.771152,,,,,Matt Targett,,,,,,2,Regular Play,Steven Davis,3828.0,Right Center Midfield,190,Southampton,25,['6ed0e93b-1866-4e5c-9132-db4ac84883ff'],45,,,,,,,,,,,,,,,Southampton,25,00:45:45.687,Pass,
